chr	strand	gene_locus	gene_id	gene_name	gene_biotype	sites_position_cDNA	sites_num	cDNA_sum	c1.d14_WT1	c2.d14_WT2	c3.d14_WT3	c4.d14_WT4	t1.d14_HOM1	t2.d14_HOM2	t3.d14_HOM3	t4.d14_HOM4	logFC	logCPM	PValue	FDR
7	-	chr7:122037212-122067262	ENSMUSG00000030871	Ears2	protein_coding	[122034162]	1	59	5.2	15.1	6.2	8	5.5	4.2	6.6	8.1	-0.591650738207161	3.31530014950121	0.230899248000644	0.978117784501664
12	-	chr12:98202303-98259458	ENSMUSG00000021003	Galc	protein_coding	[98202304, 98246257, 98201698]	3	326	41.8	47	53.3	44.8	52.4	35.5	31.7	40.4	-0.262625903623037	5.51098188001749	0.230973442715478	0.978117784501664
9	-	chr9:110084319-110117829	ENSMUSG00000032480	Dhx30	protein_coding	[110084321]	1	1347	155	168.1	168.7	187.4	195.7	160	218.4	189.8	0.163382014611765	7.51252097569942	0.231315516354677	0.978478250169645
4	-	chr4:43002342-43010505	ENSMUSG00000028453	Fancg	protein_coding	[43002343]	1	168	19.2	20.4	27.5	10.3	33.1	15.7	29.5	24.2	0.353638718380377	4.62134463101739	0.231332279659565	0.978478250169645
8	-	chr8:91217029-91313261	ENSMUSG00000033282	Rpgrip1l	protein_coding	[91217403, 91308060]	2	195	19.2	28	26.6	17.2	23.4	29.3	26.2	33.3	0.256504958940832	4.80961623957396	0.231371509475082	0.978478250169645
18	+	chr18:35118887-35254772	ENSMUSG00000037815	Ctnna1	protein_coding	[35254772]	1	492	64.4	78.8	66.6	67.8	62	50.2	73.2	57.5	-0.213466563709629	6.07719870470333	0.23179766780175	0.979838721937995
10	-	chr10:62804569-62899117	ENSMUSG00000047146	Tet1	protein_coding	[62812374]	1	267	43.5	34.8	53.3	26.4	37.2	20.9	40.4	29.3	-0.317294673441095	5.24015343913636	0.232522976679061	0.981309873158132
5	-	chr5:52374650-52471520	ENSMUSG00000045790	Ccdc149	protein_coding	[52374651]	1	161	20.9	22.7	21.3	10.3	22	25.1	29.5	19.2	0.322132971920954	4.56242446422551	0.232561433538216	0.981309873158132
2	-	chr2:5794293-5845163	ENSMUSG00000039128	Cdc123	protein_coding	[5794664, 5809556, 5794293]	3	1054	99.3	140.9	137.7	138	115.7	160	150.7	162.5	0.1789648121541	7.14369525633119	0.232861560942073	0.981309873158132
5	-	chr5:8490333-8622951	ENSMUSG00000040570	Rundc3b	protein_coding	[8490336]	1	1669	233.4	240.8	222	242.6	223.2	195.5	183.5	241.2	-0.155019228546134	7.81310134867636	0.232886169378277	0.981309873158132
6	-	chr6:92772698-92943491	ENSMUSG00000030022	Adamts9	protein_coding	[92772706]	1	46	5.2	5.3	2.7	6.9	8.3	6.3	8.7	7.1	0.609959004165175	3.05480873922063	0.233011128325501	0.981309873158132
12	+	chr12:108179737-108203358	ENSMUSG00000021258	Ccnk	protein_coding	[108203357]	1	765	128.9	108.3	109.2	94.3	81.3	71.1	103.8	122.1	-0.202690015836362	6.70486786152849	0.233041511896724	0.981309873158132
12	-	chr12:100549777-100725027	ENSMUSG00000021180	Rps6ka5	protein_coding	[100548441, 100549778]	2	308	31.3	39.4	37.3	41.4	44.1	35.5	56.8	42.4	0.23441155855837	5.43694018081809	0.23329143733616	0.981309873158132
11	+	chr11:75348432-75405704	ENSMUSG00000018809	Smyd4	protein_coding	[75384815]	1	47	0	9.1	4.4	4.6	11	5.2	5.5	8.1	0.469500799750085	3.06960591607822	0.233325929793682	0.981309873158132
11	-	chr11:69599735-69605941	ENSMUSG00000041329	Atp1b2	protein_coding	[69599728]	1	1014	163.7	144.6	131.4	142.5	154.3	125.5	119.1	117.1	-0.171441673827642	7.11526204372757	0.233326996146117	0.981309873158132
X	+	chrX:137049593-137082502	ENSMUSG00000042595	Fam199x	protein_coding	[137077483]	1	93	7	19.7	10.7	17.2	15.2	9.4	8.7	8.1	-0.504820215737997	3.85697523434147	0.233386636816565	0.981309873158132
10	-	chr10:81204507-81230832	ENSMUSG00000034958	Atcay	protein_coding	[81204511]	1	213	24.4	32.6	16.9	24.1	26.2	54.4	21.8	25.2	0.37862917745357	4.93304338908167	0.233481059851833	0.981309873158132
X	-	chrX:77761410-77796277	ENSMUSG00000035725	Prkx	protein_coding	[77760977]	1	310	47	31	40	39.1	41.3	46	42.6	50.5	0.25382563590341	5.45602420727289	0.233487765882859	0.981309873158132
12	-	chr12:81197914-81333179	ENSMUSG00000079055	Slc8a3	protein_coding	[81197912]	1	182	33.1	22.7	27.5	26.4	15.2	16.7	32.8	22.2	-0.284427543507365	4.72901558848649	0.233607719871953	0.981309873158132
11	-	chr11:84048040-84069260	ENSMUSG00000018648	Dusp14	protein_coding	[84048042]	1	65	15.7	6.8	8	13.8	6.9	9.4	9.8	3	-0.494051328303222	3.44448924152655	0.233872868704746	0.981309873158132
19	-	chr19:34492317-34527473	ENSMUSG00000024781	Lipa	protein_coding	[34492317]	1	119	12.2	9.1	18.6	16.1	17.9	23	16.4	15.1	0.376514841143266	4.17876150462026	0.233878221470835	0.981309873158132
7	-	chr7:3620323-3629928	ENSMUSG00000006335	Tfpt	protein_coding	[3620324]	1	201	26.1	28	16	26.4	20.7	32.4	38.2	27.3	0.322405296017241	4.85981044506479	0.233935367822124	0.981309873158132
14	+	chr14:54431611-54441264	ENSMUSG00000000957	Mmp14	protein_coding	[54442441]	1	1974	303	364.2	232.7	234.5	265.9	148.5	304.7	241.2	-0.243046875966512	8.04433353175784	0.23401961577698	0.981309873158132
13	+	chr13:67128227-67141786	ENSMUSG00000057396	Zfp759	protein_coding	[67141784]	1	33	0	5.3	4.4	2.3	2.8	8.4	3.3	6.1	0.558363552209381	2.70645869654992	0.23402880450477	0.981309873158132
17	-	chr17:32354054-32389400	ENSMUSG00000024050	Wiz	protein_coding	[32354058]	1	214	8.7	24.2	32	32.2	24.8	32.4	39.3	28.3	0.302384951867481	4.93495325112246	0.234180382402061	0.981331561715314
4	-	chr4:129591959-129600647	ENSMUSG00000028798	Eif3i	protein_coding	[129591974]	1	1137	118.4	144.6	161.6	136.8	130.9	166.2	160.6	177.6	0.168890263786206	7.25464237350241	0.234313169365555	0.981331561715314
3	+	chr3:51489619-51492819	ENSMUSG00000102570	Gm37968	TEC	[51495903]	1	318	40.1	40.9	30.2	42.5	28.9	64.8	41.5	49.5	0.292807401936752	5.47980136728107	0.234377485725607	0.981331561715314
17	-	chr17:12419971-12507703	ENSMUSG00000023828	Slc22a3	protein_coding	[12419975]	1	69	17.4	10.6	8	10.3	11	4.2	13.1	3	-0.527915486140712	3.51228986492454	0.234452455202987	0.981331561715314
15	+	chr15:18818946-19014235	ENSMUSG00000022321	Cdh10	protein_coding	[19014234]	1	1300	205.5	192.3	174.1	181.6	209.4	110.8	132.2	196.8	-0.216444409818053	7.46581560914199	0.234685032848491	0.981626351829207
17	-	chr17:81388690-81649606	ENSMUSG00000054640	Slc8a1	protein_coding	[81596608, 81501634, 81385715, 81600652]	4	647	95.8	85.6	100.4	89.7	85.4	80.5	54.6	99.9	-0.207808709344485	6.46862978246322	0.234978054582531	0.981626351829207
12	+	chr12:111574509-111656226	ENSMUSG00000007411	Mark3	protein_coding	[111656218]	1	2163	320.4	274.1	301.1	352.9	315.5	187.1	298.2	292.7	-0.190375852804709	8.20019455757422	0.235037383472435	0.981626351829207
18	+	chr18:52767708-52915934	ENSMUSG00000024534	Sncaip	protein_coding	[52915930]	1	388	47	59.8	63.9	46	42.7	45	53.5	47.4	-0.229657713948514	5.74089334947329	0.235155810325243	0.981626351829207
2	-	chr2:32414486-32451444	ENSMUSG00000026819	Slc25a25	protein_coding	[32414488]	1	304	38.3	34.1	39.1	34.5	27.6	68	38.2	43.4	0.302284902039361	5.41781728937676	0.23540413460791	0.981626351829207
7	-	chr7:84109355-84151892	ENSMUSG00000038459	Abhd17c	protein_coding	[84109721, 84109359]	2	2413	310	371.8	315.3	349.5	312.8	254	336.4	309.9	-0.156243997730665	8.33313469042983	0.235414737629685	0.981626351829207
3	+	chr3:135438148-135468197	ENSMUSG00000078578	Ube2d3	protein_coding	[135468196, 135467177, 135466673, 135466523]	4	3571	461.5	421	499.1	438	496	428.6	563.6	525.9	0.147156030490644	8.91067818077349	0.235422414485319	0.981626351829207
15	+	chr15:89253034-89286260	ENSMUSG00000036561	Ppp6r2	protein_coding	[89287009]	1	153	15.7	22	16	17.2	23.4	33.5	17.5	17.2	0.333904080014793	4.49633352444575	0.235454885181083	0.981626351829207
15	-	chr15:79786351-79804765	ENSMUSG00000022421	Nptxr	protein_coding	[79786351]	1	7030	1123.2	994.3	937.8	1061.1	1173.9	528	974.2	851.9	-0.222976579468293	9.90114006042004	0.235523838411511	0.981626351829207
12	-	chr12:100300770-100520821	ENSMUSG00000033530	Ttc7b	protein_coding	[100300770]	1	212	27.9	25	24	27.6	27.6	38.7	30.6	27.3	0.276032959721043	4.93417991771488	0.235751001022467	0.981626351829207
9	-	chr9:96332654-96364441	ENSMUSG00000032412	Atp1b3	protein_coding	[96332658, 96333044]	2	707	90.6	108.3	92.4	105.8	102	86.8	83	83.8	-0.178987442774447	6.59014267648628	0.235764661802164	0.981626351829207
7	+	chr7:49974863-50865254	ENSMUSG00000055409	Nell1	protein_coding	[50863351]	1	874	139.3	128.7	117.2	115	130.9	87.8	118	106	-0.177437574132565	6.90013848976176	0.235872301534079	0.981626351829207
9	-	chr9:58196297-58204318	ENSMUSG00000051243	Islr2	protein_coding	[58196303]	1	1434	181.1	170.4	197.2	179.3	221.8	167.3	204.2	221	0.159311031504176	7.60538256479555	0.235918428836086	0.981626351829207
8	-	chr8:116888684-116921454	ENSMUSG00000014633	Cmc2	protein_coding	[116889517]	1	88	10.4	6.8	12.4	11.5	12.4	15.7	12	14.1	0.440683618441539	3.80205671267598	0.235987998227597	0.981626351829207
10	+	chr10:128058953-128077271	ENSMUSG00000071072	Ptges3	protein_coding	[128077269, 128077007]	2	262	34.8	38.6	35.5	41.4	24.8	34.5	37.1	30.3	-0.23762815864395	5.21062785804083	0.236154416560487	0.981883168145998
4	+	chr4:133584361-133591734	ENSMUSG00000028848	Gpn2	protein_coding	[133591730]	1	151	13.9	22.7	17.8	34.5	16.5	18.8	18.6	16.1	-0.361219302766284	4.47705060177732	0.23649083413248	0.982655654331206
7	-	chr7:80227155-80232812	ENSMUSG00000030538	Cib1	protein_coding	[80227158]	1	197	20.9	23.5	32	16.1	34.4	33.5	19.7	29.3	0.293866725348775	4.830071331783	0.236793015606143	0.982655654331206
16	-	chr16:14299243-14317374	ENSMUSG00000022677	Fopnl	protein_coding	[14299245]	1	773	106.2	104.5	78.2	97.7	97.8	146.4	103.8	95.9	0.211737799464575	6.72499632318602	0.236806678184777	0.982655654331206
7	-	chr7:80902226-80905075	ENSMUSG00000025723	Nmb	protein_coding	[80902234]	1	76	12.2	9.1	10.7	16.1	6.9	4.2	12	11.1	-0.427394147177079	3.6226641083665	0.236874748361221	0.982655654331206
2	-	chr2:167642607-167689821	ENSMUSG00000090213	Tmem189	protein_coding	[167642609]	1	168	22.6	18.2	16.9	24.1	19.3	23	22.9	34.3	0.341004048116916	4.625301440821	0.236944524886602	0.982655654331206
15	-	chr15:98737620-98763213	ENSMUSG00000051853	Arf3	protein_coding	[98737626, 98736395]	2	5786	874.2	751.2	813.5	869.1	843.2	545.7	784.2	775.2	-0.165571457913205	9.61337979858011	0.237202962385087	0.982655654331206
6	-	chr6:136923654-136941898	ENSMUSG00000030220	Arhgdib	protein_coding	[136923655]	1	34	1.7	5.3	7.1	6.9	1.4	2.1	6.6	3	-0.729450318279621	2.73631398840008	0.237319769649399	0.982655654331206
6	-	chr6:39397803-39420461	ENSMUSG00000029922	Mkrn1	protein_coding	[39405549, 39398999]	2	202	15.7	35.6	22.2	18.4	42.7	26.1	24	27.3	0.29437352199577	4.85772508719704	0.237344310000178	0.982655654331206
19	-	chr19:8793128-8798556	ENSMUSG00000071662	Polr2g	protein_coding	[8793127]	1	1611	210.7	196.9	211.4	204.6	228.7	234.2	211.9	232.1	0.142066076790092	7.77018993104039	0.237509002409842	0.982655654331206
X	+	chrX:48695003-48710722	ENSMUSG00000031107	Rbmx2	protein_coding	[48710722]	1	105	10.4	9.8	13.3	16.1	13.8	14.6	17.5	17.2	0.36093547389517	4.01908274943515	0.237630896868803	0.982655654331206
14	+	chr14:11553531-12242040	ENSMUSG00000021745	Ptprg	protein_coding	[12238562, 12240886, 12242038]	3	1752	235.1	245.4	249.6	249.5	223.2	197.6	210.8	253.3	-0.14840713402572	7.87906673714173	0.23768159376871	0.982655654331206
3	-	chr3:116272552-116424031	ENSMUSG00000033502	Cdc14a	protein_coding	[116272553]	1	51	0	6.8	2.7	11.5	11	7.3	8.7	6.1	0.535632272680867	3.16420539298189	0.237817375930588	0.982655654331206
6	+	chr6:88084481-88105303	ENSMUSG00000030062	Rpn1	protein_coding	[88103963]	1	3088	435.4	450.6	419.2	421.9	392.7	330.4	429.2	413.8	-0.141641548160255	8.69283438107355	0.237978261800805	0.982655654331206
7	+	chr7:96951504-97064760	ENSMUSG00000018995	Nars2	protein_coding	[97063487]	1	71	12.2	13.6	12.4	8	16.5	9.4	0	4	-0.689530293899838	3.53783376326856	0.23802476993126	0.982655654331206
1	+	chr1:179668209-179687188	ENSMUSG00000038936	Sccpdh	protein_coding	[179686825, 179687182]	2	1595	226.4	225.7	224.7	221.9	234.2	202.8	189	185.7	-0.152108465440537	7.75264893823149	0.238240619592027	0.982655654331206
4	+	chr4:48045152-48086446	ENSMUSG00000028341	Nr4a3	protein_coding	[48086446]	1	136	31.3	15.1	18.6	23	20.7	23	13.1	8.1	-0.389986979762301	4.35748547708224	0.238337353356332	0.982655654331206
1	-	chr1:91411482-91414037	ENSMUSG00000067071	Hes6	protein_coding	[91411503]	1	1176	149.8	184	149.2	175.9	150.2	137	170.4	131.2	-0.172562930707134	7.30773599877245	0.238671294645447	0.982655654331206
12	-	chr12:80634021-80644340	ENSMUSG00000021131	Erh	protein_coding	[80634025]	1	220	20.9	28.8	29.3	26.4	31.7	28.2	37.1	30.3	0.224058463759597	4.97687513768703	0.238677204066429	0.982655654331206
10	+	chr10:41476313-41487031	ENSMUSG00000019823	Mical1	protein_coding	[41487027]	1	131	12.2	18.9	13.3	16.1	15.2	19.9	25.1	17.2	0.315955504887935	4.2935924600526	0.238691567362478	0.982655654331206
2	+	chr2:91255953-91264678	ENSMUSG00000027257	Pacsin3	protein_coding	[91264677]	1	241	24.4	36.3	49.7	27.6	37.2	16.7	31.7	27.3	-0.351024097270675	5.09040762174722	0.238772962570738	0.982655654331206
4	-	chr4:8143361-8239040	ENSMUSG00000041261	Car8	protein_coding	[8145277]	1	62	19.2	6.8	12.4	4.6	8.3	2.1	9.8	7.1	-0.579569426262234	3.3883000594575	0.238875103593938	0.982655654331206
16	+	chr16:16213317-16272711	ENSMUSG00000041957	Pkp2	protein_coding	[16272704]	1	40	12.2	4.5	7.1	4.6	6.9	2.1	4.4	4	-0.616068010865454	2.90936122006677	0.23896424282493	0.982655654331206
X	-	chrX:95022509-95026681	ENSMUSG00000071722	Spin4	protein_coding	[95022506]	1	33	8.7	5.3	2.7	6.9	1.4	8.4	0	3	-0.719938489759068	2.71301165079837	0.239050804771137	0.982655654331206
6	-	chr6:39462377-39557866	ENSMUSG00000038456	Dennd2a	protein_coding	[39462374]	1	295	26.1	36.3	42.6	35.6	52.4	35.5	32.8	51.5	0.242537827627724	5.37547057865892	0.239070266261564	0.982655654331206
16	+	chr16:16302964-16309639	ENSMUSG00000022792	Yars2	protein_coding	[16309626]	1	217	33.1	27.3	24.9	23	37.2	30.3	28.4	32.3	0.261316163465548	4.96827539338577	0.239402128383652	0.982655654331206
7	+	chr7:46396496-46438374	ENSMUSG00000058975	Kcnc1	protein_coding	[46438702, 46433349, 46438374]	3	734	144.5	81.8	111	100	96.4	68	113.6	92.9	-0.213500390178846	6.66962305310161	0.2394547100793	0.982655654331206
10	-	chr10:80899449-80900968	ENSMUSG00000020219	Timm13	protein_coding	[80899666, 80899911]	2	1572	215.9	208.3	238.9	229.9	219.1	145.3	230.5	196.8	-0.177876051000425	7.73177120606571	0.23952668417791	0.982655654331206
1	-	chr1:167222882-167285319	ENSMUSG00000026558	Uck2	protein_coding	[167222891]	1	122	15.7	13.6	12.4	16.1	13.8	24	22.9	13.1	0.391542721870965	4.20949090111102	0.239599289624578	0.982655654331206
4	-	chr4:132853500-132884508	ENSMUSG00000028879	Stx12	protein_coding	[132854361, 132853502, 132854063]	3	2812	344.8	353.6	375.7	361	402.3	424.5	370.3	376.5	0.130093986280552	8.56350973128197	0.23977866781866	0.982655654331206
2	+	chr2:29787492-29797934	ENSMUSG00000026798	Coq4	protein_coding	[29796984]	1	63	8.7	15.1	6.2	8	1.4	11.5	4.4	8.1	-0.564135756345129	3.39058945748683	0.239930475035106	0.982655654331206
1	-	chr1:58383511-58386133	ENSMUSG00000103839	Gm37607	TEC	[58383311]	1	51	8.7	12.9	4.4	5.7	5.5	3.1	7.6	5	-0.605523328459449	3.15758572561303	0.239935296287689	0.982655654331206
5	+	chr5:121205009-121205142	ENSMUSG00000064841	Gm26205	snoRNA	[121208966]	1	2683	339.6	339.3	324.2	361	326.5	429.7	373.5	374.5	0.145089560396474	8.49529058181385	0.239967308227544	0.982655654331206
14	-	chr14:18573574-18894266	ENSMUSG00000058317	Ube2e2	protein_coding	[18573579]	1	896	118.4	116.6	143.9	126.5	126.8	96.2	109.2	119.1	-0.17371576341267	6.92809806327081	0.239974985874574	0.982655654331206
3	-	chr3:67457997-67463925	ENSMUSG00000047557	Lxn	protein_coding	[67457998]	1	489	69.7	59.1	60.4	55.2	66.1	95.1	59	62.6	0.229232656733583	6.08289366240624	0.2399950923713	0.982655654331206
14	-	chr14:118875519-118925313	ENSMUSG00000042156	Dzip1	protein_coding	[118876954, 118886500, 118889386, 118875518]	4	540	47	78	61.3	73.6	67.5	99.3	67.7	71.7	0.210991365009314	6.20415984476775	0.240078272622036	0.982655654331206
5	+	chr5:114774676-114806199	ENSMUSG00000041870	Ankrd13a	protein_coding	[114805817]	1	192	12.2	27.3	23.1	26.4	30.3	32.4	25.1	24.2	0.25125059045989	4.79192516474605	0.240111594853638	0.982655654331206
7	+	chr7:44816087-44830808	ENSMUSG00000043858	Nup62	protein_coding	[44830808]	1	467	78.4	53.8	75.5	64.4	62	52.3	60.1	60.6	-0.187350865772098	6.02155487105979	0.240490308566481	0.983776316769991
15	+	chr15:81802420-81826860	ENSMUSG00000022389	Tef	protein_coding	[81826860]	1	703	109.7	108.3	80.8	109.2	92.3	56.5	111.4	88.8	-0.221490658308867	6.59050825354739	0.241059478040809	0.984481896053909
11	-	chr11:119143044-119228498	ENSMUSG00000039976	Tbc1d16	protein_coding	[119143045]	1	962	130.6	121.2	127	109.2	135	149.5	127.8	132.2	0.162529875223571	7.03413410479554	0.24106227139882	0.984481896053909
4	-	chr4:141625733-141664898	ENSMUSG00000028917	Plekhm2	protein_coding	[141625735]	1	1041	137.6	165.1	132.3	156.3	152.9	96.2	155.1	115.1	-0.200059438834748	7.1393168719225	0.241151059554893	0.984481896053909
17	+	chr17:21567045-21588696	ENSMUSG00000067931	Zfp948	protein_coding	[21588696]	1	127	19.2	13.6	16.9	10.3	19.3	30.3	13.1	15.1	0.401749649436818	4.26126961742216	0.241321548244787	0.984481896053909
X	+	chrX:159526687-159593080	ENSMUSG00000044150	A830080D01Rik	protein_coding	[159553732]	1	60	10.4	6.1	12.4	9.2	5.5	7.3	7.6	6.1	-0.461752562445311	3.34592229309194	0.24133308657578	0.984481896053909
6	-	chr6:30366379-30391027	ENSMUSG00000039130	Zc3hc1	protein_coding	[30366387]	1	970	132.4	148.4	131.4	132.2	126.8	101.4	136.5	122.1	-0.170273448546909	7.03590639973191	0.24138850039832	0.984481896053909
10	+	chr10:36506813-36834396	ENSMUSG00000044499	Hs3st5	protein_coding	[36576904, 36629241, 36735036]	3	158	8.7	23.5	14.2	24.1	15.2	18.8	32.8	26.2	0.352856677952461	4.53254811418579	0.241397479842643	0.984481896053909
14	+	chr14:103650227-103704906	ENSMUSG00000055717	Slain1	protein_coding	[103704904]	1	288	33.1	38.6	26.6	40.2	41.3	58.5	26.2	43.4	0.292653571384677	5.34632871613265	0.241535726046856	0.98461760552782
1	+	chr1:58711507-58758883	ENSMUSG00000026031	Cflar	protein_coding	[58713885, 58758879]	2	384	62.7	62.1	55.9	41.4	49.6	31.4	45.9	59.5	-0.25355459907607	5.73458794825273	0.24180583682539	0.985290508002674
17	-	chr17:33996016-34000332	ENSMUSG00000061232	H2-K1	protein_coding	[33996027]	1	55	13.9	9.8	6.2	5.7	6.9	5.2	4.4	8.1	-0.463884026460149	3.24749207702899	0.242061752222094	0.985621759093956
19	-	chr19:32672562-32712297	ENSMUSG00000013662	Atad1	protein_coding	[32672563, 32672823]	2	3166	456.3	455.1	434.3	436.8	457.4	329.3	395.4	429	-0.147630964603017	8.73473721690094	0.24209728496295	0.985621759093956
4	-	chr4:136647538-136835987	ENSMUSG00000028664	Ephb2	protein_coding	[136653611]	1	342	40.1	40.1	53.3	31	52.4	39.7	39.3	67.6	0.261007465999854	5.57844372485051	0.242372281413628	0.986043059890371
7	-	chr7:19903577-19921159	ENSMUSG00000040511	Pvr	protein_coding	[19903578]	1	44	8.7	3.8	5.3	2.3	6.9	6.3	10.9	5	0.627375228770049	3.00890468428864	0.242411012378166	0.986043059890371
6	+	chr6:113307136-113324859	ENSMUSG00000001632	Brpf1	protein_coding	[113324859]	1	60	7	7.6	5.3	6.9	8.3	13.6	6.6	9.1	0.494957500852435	3.34587742513316	0.242604386352448	0.98629612972172
1	-	chr1:191005846-191026157	ENSMUSG00000066595	Mfsd7b	protein_coding	[191005848]	1	643	85.3	87.1	86.1	108.1	88.2	70	88.5	76.7	-0.185451109075817	6.46373571764896	0.242683525308926	0.98629612972172
6	+	chr6:128399295-128416426	ENSMUSG00000001520	Nrip2	protein_coding	[128408930]	1	66	8.7	5.3	4.4	12.6	8.3	9.4	13.1	11.1	0.535372933634774	3.46154876028473	0.242792086071682	0.98630999019159
X	-	chrX:113040592-113185516	ENSMUSG00000025531	Chm	protein_coding	[113040592]	1	187	26.1	20.4	21.3	24.1	27.6	35.5	26.2	22.2	0.311430963317185	4.76982102560763	0.242964352126355	0.986417489029608
5	+	chr5:107331158-107387057	ENSMUSG00000029279	Brdt	protein_coding	[107387059]	1	48	5.2	4.5	6.2	4.6	8.3	7.3	9.8	6.1	0.589487122694458	3.09961171341101	0.24329518191275	0.986417489029608
18	-	chr18:10566601-10610351	ENSMUSG00000024293	Esco1	protein_coding	[10606613]	1	48	3.5	5.3	5.3	6.9	11	6.3	5.5	8.1	0.469327225365812	3.09916924506864	0.24329518191275	0.986417489029608
1	-	chr1:184813067-184846450	ENSMUSG00000073481	Marc2	protein_coding	[184813677]	1	535	66.2	79.5	72.8	83.9	66.1	48.1	74.3	75.7	-0.206846237444539	6.19585323050695	0.243494657973041	0.986417489029608
17	+	chr17:56256792-56263607	ENSMUSG00000043683	Fem1a	protein_coding	[56263608, 56260118]	2	543	64.4	71.9	71	59.8	84	57.5	69.9	99.9	0.207580678897186	6.22157682673631	0.243725941787289	0.986417489029608
11	-	chr11:115584254-115604050	ENSMUSG00000020740	Gga3	protein_coding	[115584254]	1	419	45.3	49.2	43.5	67.8	48.2	80.5	56.8	56.5	0.244951822781519	5.86447790770452	0.243849825645059	0.986417489029608
16	+	chr16:38742263-38769048	ENSMUSG00000022793	B4galt4	protein_coding	[38768848]	1	116	15.7	13.6	12.4	10.3	5.5	31.4	16.4	17.2	0.478901970794559	4.13973527925954	0.243906016547748	0.986417489029608
8	+	chr8:70282826-70294360	ENSMUSG00000003573	Homer3	protein_coding	[70294354]	1	94	8.7	10.6	7.1	17.2	13.8	14.6	17.5	12.1	0.417274251094189	3.88276877820284	0.243995570449125	0.986417489029608
11	+	chr11:82764344-82765934	ENSMUSG00000046010	Zfp830	protein_coding	[82765928]	1	106	10.4	11.4	10.7	17.2	13.8	19.9	15.3	15.1	0.384902498252373	4.03072112505027	0.244186316689869	0.986417489029608
