chr	strand	gene_locus	gene_id	gene_name	gene_biotype	sites_position_cDNA	sites_num	cDNA_sum	c1.KO_WT1	c2.KO_WT2	c3.KO_WT3	c4.KO_WT4	t1.KO_HOM1	t2.KO_HOM2	t3.KO_HOM3	t4.KO_HOM4	logFC	logCPM	PValue	FDR
7	-	chr7:83932856-84086501	ENSMUSG00000052353	Cemip	protein_coding	[83932857]	1	53	4.2	6.2	6.3	5.4	5.5	1.7	3.3	4.6	-0.586381822391678	2.57193479409606	0.244044432832526	0.782125808350317
9	+	chr9:44043383-44048578	ENSMUSG00000032011	Thy1	protein_coding	[44048577]	1	641	69.2	47.7	48.7	76.1	46.8	43.1	39.5	73.3	-0.250958195948495	5.82599458059913	0.24420217146286	0.782145182494558
18	-	chr18:60995380-61014198	ENSMUSG00000052026	Slc6a7	protein_coding	[60995380]	1	622	61.6	62.2	44.4	60.5	47.5	59.8	40.2	50.8	-0.198598712034116	5.7762913049137	0.244315725508757	0.782145182494558
9	-	chr9:106121295-106121898	ENSMUSG00000099717	Gm9451	processed_pseudogene	[106117819]	1	56	0.7	4.1	3.5	7	3.1	4	9.4	6.6	0.607091099327653	2.63020539237091	0.244419014197751	0.782145182494558
12	+	chr12:69296680-69310686	ENSMUSG00000020978	Klhdc2	protein_coding	[69310463]	1	3179	288.5	278	282.1	288.7	244	278.4	241.6	283.9	-0.116006098085665	8.10094630022722	0.244421412611097	0.782145182494558
12	+	chr12:71309883-71320106	ENSMUSG00000044548	Dact1	protein_coding	[71320091]	1	1816	155.7	150.8	160.8	122.6	187.8	150.1	188.7	134	0.158705778014987	7.30070714810297	0.244439837500042	0.782145182494558
7	-	chr7:67730160-67759741	ENSMUSG00000030554	Synm	protein_coding	[67730164]	1	125	14.5	8.3	11.3	14.7	6.2	8.6	12	10.6	-0.363561438832937	3.60115579672181	0.244608843758801	0.782433510994979
13	-	chr13:99319648-99344677	ENSMUSG00000021650	Ptcd2	protein_coding	[99319649]	1	845	83.7	77.5	71.2	76.8	82.6	69	54.2	69.3	-0.173764201738096	6.21473725851153	0.244809027891369	0.782433510994979
15	+	chr15:39076931-39087120	ENSMUSG00000054196	Cthrc1	protein_coding	[39087118]	1	301	25.6	29.7	25.4	33.4	23.4	19	18.7	33.7	-0.268108040702755	4.77324855918601	0.244884551874677	0.782433510994979
5	-	chr5:8396972-8422715	ENSMUSG00000002297	Dbf4	protein_coding	[8397013]	1	178	21.4	16.6	12.7	17.1	10.9	16.1	13.4	13.9	-0.305183074770294	4.05931709966057	0.244924944004374	0.782433510994979
5	+	chr5:140705010-140719378	ENSMUSG00000000148	Brat1	protein_coding	[140719375]	1	93	4.8	7.6	7.8	5.4	5.5	4	8.7	19.8	0.557935298208767	3.2280212739202	0.244963206688277	0.782433510994979
6	-	chr6:85910153-85915686	ENSMUSG00000057103	Cml1	protein_coding	[85914080, 85910161]	2	285	25.6	24.9	31.7	24.1	19.5	25.3	19.4	25.1	-0.2415106226288	4.69291898151109	0.244997350864119	0.782433510994979
5	-	chr5:73019986-73256618	ENSMUSG00000070733	Fryl	protein_coding	[73020324, 73020190]	2	502	44.3	39.4	34.6	41.9	41.3	41.4	56.2	45.6	0.204210108098637	5.47596360579056	0.245126497025343	0.78259711892007
1	-	chr1:155096360-155099635	ENSMUSG00000056708	Ier5	protein_coding	[155097527]	1	1014	76.8	95.4	110	87.7	78.7	73	91	87.1	-0.166755097313156	6.47210001905459	0.24543853078437	0.783344328947637
8	+	chr8:94838320-94854894	ENSMUSG00000031782	Coq9	protein_coding	[94854892]	1	324	25.6	24.2	26.1	22.5	22.6	27	21.4	51.5	0.318326390257414	4.86551763635952	0.245535510757192	0.783404914245629
10	+	chr10:80047165-80056438	ENSMUSG00000075706	Gpx4	protein_coding	[80056437]	1	52	4.8	6.2	3.5	7	1.6	5.2	2.7	4.6	-0.55196650483517	2.54729367071834	0.24583747203681	0.783657183757734
17	-	chr17:57080065-57087781	ENSMUSG00000062591	Tubb4a	protein_coding	[57080065]	1	584	49.8	57.4	55.7	51.2	43.6	40.8	50.2	54.1	-0.183873280316914	5.69171379187934	0.245919184442658	0.783657183757734
2	-	chr2:156091957-156111977	ENSMUSG00000089824	Rbm12	protein_coding	[156094624, 156094884, 156091957, 156093326]	4	702	69.9	57.4	71.9	56.7	51.4	61	58.2	55.5	-0.175202895302151	5.9467439827775	0.24605771842552	0.783657183757734
9	-	chr9:114789344-114844151	ENSMUSG00000041012	Cmtm8	protein_coding	[114789344]	1	117	11.8	6.9	7.8	8.5	14.8	11.5	10.7	8.6	0.365579545176613	3.51570614176584	0.246101542358489	0.783657183757734
7	-	chr7:144929930-144939868	ENSMUSG00000070348	Ccnd1	protein_coding	[144929931]	1	384	19.4	26.3	32.4	38	31.2	24.7	26.8	66	0.358667287025147	5.10590677511675	0.246112740140247	0.783657183757734
13	-	chr13:19591708-19619829	ENSMUSG00000002808	Epdr1	protein_coding	[19591830]	1	295	20.8	26.3	32.4	31	21.8	25.3	24.8	21.1	-0.238175352162707	4.74255217677909	0.246126483667623	0.783657183757734
3	+	chr3:79591341-79603649	ENSMUSG00000027804	Ppid	protein_coding	[79603647]	1	1572	134.2	135.6	123.4	122.6	144.2	135.2	141.2	143.9	0.12754441169769	7.09225756537625	0.246160734244887	0.783657183757734
17	-	chr17:35892676-35897430	ENSMUSG00000050705	2310061I04Rik	protein_coding	[35892678]	1	1799	156.4	172.9	158	159.9	152.8	167.4	131.2	138.6	-0.131768233905547	7.28554246335837	0.246443277895915	0.784308074520459
3	+	chr3:68064801-68626480	ENSMUSG00000027777	Schip1	protein_coding	[68277888]	1	43	4.2	0.7	2.8	3.9	4.7	4	6	3.3	0.632365644165933	2.34293070585432	0.2467133860362	0.784918989340383
13	-	chr13:63508327-63573597	ENSMUSG00000021466	Ptch1	protein_coding	[63508328]	1	1274	96.2	87.8	104.4	127.3	111.5	113.9	111.1	124.8	0.154433682425517	6.79385200697986	0.246911977089796	0.785204976117944
3	+	chr3:79884532-79946279	ENSMUSG00000027955	Fam198b	protein_coding	[79943383]	1	217	27	24.2	15.5	15.5	16.4	16.1	16.1	18.5	-0.30138324296834	4.32479991140098	0.247062390793396	0.785204976117944
11	+	chr11:70764208-70772927	ENSMUSG00000043602	Zfp3	protein_coding	[70776266]	1	81	9.7	11.1	4.9	7	6.2	5.8	8	3.3	-0.491834735261284	3.06132866621064	0.247107268710049	0.785204976117944
12	+	chr12:69197210-69199867	ENSMUSG00000097061	9330151L19Rik	protein_coding	[69199866]	1	178	24.9	17.3	12.7	13.2	12.5	16.7	14.7	9.9	-0.335004614850411	4.058747978066	0.247115982627322	0.785204976117944
3	-	chr3:88905106-88913998	ENSMUSG00000068922	Msto1	protein_coding	[88909643, 88904830]	2	343	38.1	24.9	36	30.3	27.3	19.6	34.1	27.7	-0.258042820182194	4.95306717052323	0.247267528770395	0.78525107352246
8	-	chr8:70130811-70139196	ENSMUSG00000036120	Rfxank	protein_coding	[70130793]	1	90	7.6	4.1	9.2	4.7	4.7	10.9	11.4	7.9	0.461826265375919	3.18381462378414	0.247286852404574	0.78525107352246
X	-	chrX:59062144-59568070	ENSMUSG00000031137	Fgf13	protein_coding	[59062156, 59063197]	2	2133	175.7	177.7	169.2	177.7	180	177.7	220.9	186.8	0.127977274669693	7.52873023124168	0.247503165958733	0.785447403969951
5	+	chr5:143764103-143767130	ENSMUSG00000105354	RP23-151C5.2	lincRNA	[143767128]	1	121	13.1	9	14.8	10.1	10.1	10.4	7.4	8.6	-0.367309133923778	3.55912521344684	0.247505081000089	0.785447403969951
4	+	chr4:59189256-59222832	ENSMUSG00000028381	Ugcg	protein_coding	[59218902, 59222830]	2	602	50.5	58.8	38.1	43.5	45.2	51.2	56.9	67.3	0.20955401342815	5.72728481844305	0.247931248308313	0.78655131333187
19	+	chr19:38930914-38971050	ENSMUSG00000025001	Hells	protein_coding	[38970467, 38968275, 38957300, 38964685, 38971463]	5	473	42.2	47.7	46.5	37.3	40.5	39.1	38.2	34.3	-0.196193594180975	5.39507114986019	0.248067106919917	0.786733824409108
5	-	chr5:108366072-108366546	ENSMUSG00000105867	RP24-317M4.6	lincRNA	[108365751]	1	67	9	4.1	7.8	6.2	6.2	4.6	4	4.6	-0.48816280899591	2.83711216689677	0.248289228728855	0.787023988515819
9	-	chr9:111561436-111690347	ENSMUSG00000032502	Stac	protein_coding	[111561436]	1	230	19.4	29	17.6	21.7	21	13.2	17.4	20.5	-0.298053247220726	4.40761086868893	0.248346271794968	0.787023988515819
5	-	chr5:134220052-134229624	ENSMUSG00000015950	Ncf1	protein_coding	[134220259]	1	36	2.8	4.8	4.2	3.9	0	2.3	0	6.6	-0.757010722662424	2.16054875385028	0.248439585928842	0.787023988515819
10	-	chr10:128494156-128498684	ENSMUSG00000039824	Myl6b	protein_coding	[128494155]	1	174	15.9	20.7	18.3	10.9	10.1	18.4	11.4	12.5	-0.312366241913253	4.02645278819138	0.248472029827127	0.787023988515819
5	+	chr5:143270074-143272512	ENSMUSG00000105345	RP23-301L9.3	lincRNA	[143272511]	1	65	9	6.2	2.8	8.5	3.9	7.5	4	2.6	-0.51597739617125	2.79968709776354	0.248579025560932	0.787114669840481
18	+	chr18:61045149-61085060	ENSMUSG00000024620	Pdgfrb	protein_coding	[61085058]	1	355	24.2	31.1	28.9	27.9	28.8	31.1	31.5	39.6	0.225664981384768	4.99332735321785	0.248713920304709	0.787124502599723
5	+	chr5:140607319-140615544	ENSMUSG00000029570	Lfng	protein_coding	[140615542]	1	613	64.3	55.3	51.5	52.8	44.4	53.5	42.8	56.1	-0.181021058787848	5.75577191446334	0.248791871053609	0.787124502599723
18	+	chr18:32837224-32866419	ENSMUSG00000038299	Wdr36	protein_coding	[32866342]	1	41	4.8	2.8	4.9	4.7	3.1	4	4	0	-0.593315984390769	2.29375016879144	0.248817233746925	0.787124502599723
18	+	chr18:34220923-34322188	ENSMUSG00000005871	Apc	protein_coding	[34322188]	1	28612	2278.2	2393.7	2451.2	2331.4	2688.9	2633	2719.4	2170.1	0.111023083026311	11.264227913457	0.248921559032845	0.787192124500865
8	-	chr8:87468853-87472591	ENSMUSG00000031654	Cbln1	protein_coding	[87468868, 87469421]	2	2272	179.9	190.2	205.2	156.8	226.8	226	231.6	141.3	0.172292609511216	7.61624639537546	0.248995358377066	0.787192124500865
5	-	chr5:115142980-115158178	ENSMUSG00000048578	Mlec	protein_coding	[115142981]	1	569	44.3	38	45.8	53.6	51.4	44.3	45.5	69.3	0.213414002931997	5.65420377065595	0.249175198447193	0.787363347269729
1	-	chr1:91373860-91398814	ENSMUSG00000026309	Ilkap	protein_coding	[91375831]	1	4821	397.1	406	432.3	346.1	448.2	443.4	465.2	369.7	0.125563910618656	8.69690255237477	0.249249201669376	0.787363347269729
8	+	chr8:46617448-46638705	ENSMUSG00000031628	Casp3	protein_coding	[46639687]	1	5145	437.2	430.2	413.9	419.9	455.9	468.2	488.6	418.6	0.106277010703107	8.79122360241291	0.249284691787907	0.787363347269729
9	+	chr9:98955606-98956846	ENSMUSG00000050397	Foxl2	protein_coding	[98958123]	1	63	5.5	7.6	7.8	4.7	7.8	4.6	2.7	3.3	-0.507773413737272	2.76612072008871	0.250040075693814	0.788637448541773
1	-	chr1:135295212-135313777	ENSMUSG00000062580	Timm17a	protein_coding	[135301682, 135301547, 135295214]	3	556	48.4	47.7	43.7	71.4	32.7	33.9	38.8	68.7	-0.273250897036388	5.62595505778917	0.250072065724072	0.788637448541773
14	+	chr14:8080366-8091833	ENSMUSG00000023156	Rpp14	protein_coding	[8091834, 8091411]	2	348	23.5	27.7	28.2	31	28.8	30.5	32.8	36.3	0.223286588936924	4.96693552106973	0.250137460385286	0.788637448541773
7	+	chr7:99625935-99631710	ENSMUSG00000097974	Gm10605	lincRNA	[99629132]	1	450	35.3	40.8	39.5	51.2	28.1	42	39.5	33	-0.209854411799911	5.32397264141514	0.250185839029806	0.788637448541773
6	+	chr6:59208869-59212032	ENSMUSG00000049232	Tigd2	protein_coding	[59211821, 59212029]	2	234	24.9	18.7	18.3	27.2	17.1	15	16.7	24.4	-0.279310464184571	4.42989149770645	0.250191822880923	0.788637448541773
4	-	chr4:132530554-132533658	ENSMUSG00000054428	Atpif1	protein_coding	[132530561]	1	6479	557.6	502.8	550.7	537.8	579.9	538.9	603.7	586.9	0.103327106610182	9.12585292755354	0.250238430593564	0.788637448541773
19	-	chr19:4622550-4625616	ENSMUSG00000024889	Rce1	protein_coding	[4622594]	1	314	21.4	31.1	24	21.7	31.2	33.9	27.4	23.8	0.241845064521114	4.82307106793941	0.250305002252601	0.788637448541773
13	-	chr13:100460217-100492578	ENSMUSG00000021639	Gtf2h2	protein_coding	[100468824]	1	73	9.7	7.6	7.8	3.9	2.3	6.3	6.7	5.3	-0.461795923270327	2.93431421054925	0.250375415227178	0.788637448541773
9	+	chr9:76067448-76070945	ENSMUSG00000103354	Gm38083	TEC	[76071407]	1	45	4.2	2.8	3.5	1.6	5.5	4.6	2.7	5.9	0.6002417780817	2.39013400572664	0.250452323804063	0.788637448541773
X	+	chrX:101768534-101769056	ENSMUSG00000084284	Tpt1-ps6	processed_pseudogene	[101769254]	1	130	16.6	13.1	11.3	9.3	7.8	8.1	10.7	12.5	-0.368643253067719	3.65068077268913	0.250473263724438	0.788637448541773
9	-	chr9:57441327-57468023	ENSMUSG00000040722	Scamp5	protein_coding	[57441327]	1	3129	304.4	280.8	282.8	266.2	257.2	295	284.5	178.9	-0.158711474216438	8.0776007022494	0.250641930116921	0.788701335771128
5	+	chr5:124598748-124627737	ENSMUSG00000029386	Tctn2	processed_transcript	[124627452]	1	177	14.5	19.4	19	14.7	12.5	12.1	18.7	11.2	-0.315520386775407	4.05436003243663	0.250831296011114	0.788701335771128
15	-	chr15:102662863-102672351	ENSMUSG00000062683	Atp5g2	protein_coding	[102662859]	1	312	28.4	28.4	19	21	25.7	26.5	23.4	40.9	0.265889249755573	4.81484456738456	0.250844056616138	0.788701335771128
1	-	chr1:165865153-166002677	ENSMUSG00000026565	Pou2f1	protein_coding	[165865153]	1	1668	152.9	157	140.3	150.6	130.2	128.3	152.6	138	-0.130362013622199	7.18033047407283	0.250936766116011	0.788701335771128
1	+	chr1:133131142-133139782	ENSMUSG00000046062	Ppp1r15b	protein_coding	[133139779, 133138446]	2	1448	102.4	121	130.5	118	116.1	123.7	133.9	147.9	0.146008072762783	6.97328211573909	0.250973626982317	0.788701335771128
3	+	chr3:144570303-144597679	ENSMUSG00000037072	Sep15	protein_coding	[144597673]	1	2580	222.1	203.3	191.1	228.2	208.9	200.1	262.4	258.8	0.139519103297361	7.80252792028838	0.251008014160116	0.788701335771128
6	-	chr6:148179078-148212373	ENSMUSG00000030304	Ergic2	protein_coding	[148179586, 148181603, 148180044, 148193613, 148180977, 148181277]	6	1948	166	176.4	192.5	168.4	157.4	142.1	185.4	156.5	-0.13502273910696	7.40392181172026	0.251109956100962	0.788701335771128
11	-	chr11:72389163-72411712	ENSMUSG00000045667	Smtnl2	protein_coding	[72389161]	1	52	2.8	4.8	8.5	5.4	4.7	4	3.3	2.6	-0.544091703361093	2.5492582864596	0.251121751473125	0.788701335771128
5	+	chr5:149264766-149288152	ENSMUSG00000060063	Alox5ap	protein_coding	[149288141]	1	75	6.2	6.2	13.4	4.7	4.7	4	5.4	7.3	-0.520821126852807	2.96929431684875	0.251226024832874	0.788770720154533
11	-	chr11:76257197-76399139	ENSMUSG00000020844	Nxn	protein_coding	[76257238]	1	130	10.4	8.3	12.7	7.8	11.7	12.7	14.1	11.2	0.337597615161024	3.64819958843825	0.251322147840777	0.788770720154533
2	-	chr2:90894633-90904826	ENSMUSG00000005510	Ndufs3	protein_coding	[90894635]	1	1313	118.3	99.6	95.2	108.7	99	103.5	112.4	163.7	0.183828370800465	6.83353374896237	0.251505296394988	0.788770720154533
8	-	chr8:70510801-70527955	ENSMUSG00000055553	Kxd1	protein_coding	[70513397]	1	323	22.1	22.8	25.4	30.3	24.2	24.2	29.4	43.6	0.274967670799269	4.86513588251556	0.251575700578604	0.788770720154533
7	-	chr7:127865169-127876827	ENSMUSG00000049728	Zfp668	protein_coding	[127861025]	1	344	20.1	27	31.7	30.3	34.3	33.4	32.1	27.7	0.227661507660614	4.95170829523513	0.251619618972787	0.788770720154533
15	-	chr15:84076096-84105753	ENSMUSG00000018865	Sult4a1	protein_coding	[84076096]	1	7581	701.5	646.7	638.2	717.1	616.5	639.6	648.6	614.6	-0.101222668212494	9.35349054072845	0.251711972006372	0.788770720154533
7	+	chr7:80343136-80346096	ENSMUSG00000030532	Hddc3	protein_coding	[80346098]	1	284	38.1	22.8	16.9	30.3	23.4	21.3	20.7	23.1	-0.288288327983183	4.69221823723565	0.251850637281808	0.788770720154533
X	-	chrX:122394564-122397400	ENSMUSG00000055733	Nap1l3	protein_coding	[122394832, 122394562]	2	1805	159.1	145.9	119.9	158.3	144.2	123.7	200.8	191.5	0.178039086332436	7.29253490744144	0.251885103747306	0.788770720154533
17	-	chr17:33875665-33890660	ENSMUSG00000079553	Kifc1	protein_coding	[33875667]	1	65	4.2	9.7	5.6	7	3.1	4.6	4.7	5.9	-0.503813324455609	2.8006951689772	0.251922452641432	0.788770720154533
14	+	chr14:11553531-12242040	ENSMUSG00000021745	Ptprg	protein_coding	[12240886, 12238562, 12242038]	3	2816	218.6	236.5	225.7	246.8	238.5	227.8	261.7	281.9	0.122860138101329	7.92814778101853	0.251929158727174	0.788770720154533
11	-	chr11:24048954-24075053	ENSMUSG00000055010	A830031A19Rik	protein_coding	[24073816]	1	51	6.9	1.4	8.5	4.7	2.3	2.9	2.7	5.9	-0.611481507983753	2.52727957928396	0.252197559035985	0.788820883132155
5	-	chr5:62602444-62766158	ENSMUSG00000037999	Arap2	protein_coding	[62602448]	1	451	47	46.3	33.1	40.4	26.5	33.9	44.8	37.6	-0.218636894923291	5.32708281122045	0.252206461020415	0.788820883132155
2	-	chr2:31813289-31846004	ENSMUSG00000026841	Fibcd1	protein_coding	[31813296]	1	146	14.5	10.4	11.3	21	14	12.1	9.4	9.2	-0.346509325157487	3.80408358786911	0.252299012056939	0.788820883132155
7	+	chr7:7171329-7183561	ENSMUSG00000034538	Zfp418	protein_coding	[7187249]	1	65	6.2	4.1	8.5	7.8	6.2	4	6	2.6	-0.499684343628721	2.80292662681636	0.252336721002835	0.788820883132155
19	+	chr19:5877807-5885765	ENSMUSG00000024818	Slc25a45	protein_coding	[5885766]	1	67	6.2	4.1	5.6	3.1	9.4	6.9	6	4.6	0.456402367580452	2.83506398650301	0.252597567364914	0.788820883132155
4	-	chr4:147611936-147642512	ENSMUSG00000066000	2610305D13Rik	protein_coding	[147611938]	1	58	8.3	5.5	4.2	5.4	4.7	4.6	4	3.3	-0.498899741683126	2.67053598928155	0.252613031660721	0.788820883132155
11	-	chr11:5703982-5715679	ENSMUSG00000020477	Mrps24	protein_coding	[5714984, 5704323]	2	1560	137.7	163.2	136.8	125	123.1	130	141.2	115.5	-0.142790986625318	7.08190657664938	0.252659986269501	0.788820883132155
1	+	chr1:163779582-163917108	ENSMUSG00000026585	Kifap3	protein_coding	[163917102]	1	1718	139.8	157.7	157.3	165.3	147.3	132.3	147.9	140	-0.128873495064639	7.22540498963499	0.252679163132665	0.788820883132155
6	-	chr6:115618066-115676634	ENSMUSG00000000441	Raf1	protein_coding	[115618597]	1	1056	103.1	70.5	77.6	85.4	67.8	98.3	100.4	116.9	0.193052496628743	6.51821937299412	0.252731992613402	0.788820883132155
6	-	chr6:72432798-72439557	ENSMUSG00000053907	Mat2a	protein_coding	[72432797]	1	209	14.5	15.2	20.4	14.7	24.2	20.1	17.4	17.2	0.26905340654486	4.2739955954854	0.252784426359607	0.788820883132155
5	-	chr5:136248134-136567489	ENSMUSG00000029705	Cux1	protein_coding	[136248135]	1	528	49.1	44.3	58.5	41.9	46.8	42.6	39.5	41.6	-0.191111474303659	5.54984857495496	0.252809082318041	0.788820883132155
5	+	chr5:73311363-73312559	ENSMUSG00000107331	RP23-153H17.5	TEC	[73314066, 73313939]	2	3846	346.6	372.8	327.9	333.7	358.5	323.8	289.8	300.4	-0.119723108173004	8.37913857660457	0.252905094914419	0.788875395441126
2	+	chr2:121008402-121016903	ENSMUSG00000023572	Ccndbp1	protein_coding	[121016889]	1	1069	86.5	81.6	93.8	83	105.2	104.1	110.4	69.3	0.172491995098417	6.54186051741982	0.253120564394895	0.789302374660765
19	+	chr19:18713192-18718427	ENSMUSG00000047044	D030056L22Rik	protein_coding	[18718426]	1	1519	123.8	116.9	129	126.5	129.4	149.5	141.2	124.1	0.136539975682804	7.03980284542479	0.253427231679253	0.789403263798312
5	-	chr5:31086105-31108236	ENSMUSG00000029151	Slc30a3	protein_coding	[31086106]	1	3097	290.6	282.9	262.3	277.1	287.6	250.2	256.3	232.4	-0.118836894194561	8.06947100959897	0.253455491813004	0.789403263798312
2	+	chr2:32963290-32963419	ENSMUSG00000065124	Snora65	snoRNA	[32964488, 32964034]	2	99	7.6	4.1	9.9	7	10.1	5.8	9.4	14.5	0.45791132031397	3.30700357530502	0.253466927287799	0.789403263798312
10	+	chr10:87858264-87937041	ENSMUSG00000020053	Igf1	protein_coding	[87931634, 87937039]	2	355	30.4	30.4	33.8	38.8	32.7	34.5	16.7	27.7	-0.25145076508588	4.99754907296579	0.253467296470486	0.789403263798312
4	-	chr4:142102389-142239400	ENSMUSG00000040606	Kazn	protein_coding	[142139243, 142102390, 142165775]	3	886	91.3	74.7	69.8	88.5	54.6	78.2	88.3	62.7	-0.184376559982913	6.27546863768029	0.253715808270055	0.789932293324374
10	+	chr10:80329952-80336440	ENSMUSG00000035504	Reep6	protein_coding	[80336439]	1	45	3.5	4.1	7.1	3.9	4.7	2.9	3.3	2	-0.54516718832521	2.3927650781012	0.254007063273353	0.790594032698345
5	-	chr5:106500893-106574717	ENSMUSG00000099061	Gm28050	lincRNA	[106557738]	1	83	6.9	7.6	8.5	10.1	7.8	6.3	4	6.6	-0.416561504725791	3.09196487603819	0.254118932242075	0.790697198091513
18	+	chr18:70568188-70626130	ENSMUSG00000024513	Mbd2	protein_coding	[70582914, 70629130, 70626126]	3	378	32.5	35.3	26.8	24.1	33.5	33.9	45.5	27.1	0.233381736722969	5.07953353016301	0.254217937145767	0.790760285132264
6	+	chr6:81923668-81959914	ENSMUSG00000035125	Gcfc2	protein_coding	[81958952]	1	98	9	6.2	14.1	9.3	7.8	9.2	5.4	6.6	-0.402368083564957	3.29373864021506	0.254351231183352	0.790929958515661
2	-	chr2:114101169-114187023	ENSMUSG00000040383	Aqr	protein_coding	[114101174]	1	420	37.4	26.3	34.6	35.7	36.6	39.1	44.2	34.3	0.207455316405237	5.22678779668197	0.254485793502684	0.79110346949581
14	+	chr14:101653966-101696123	ENSMUSG00000022111	Uchl3	protein_coding	[101696123]	1	789	56	74	52.2	73	80.3	64.4	63.6	81.2	0.179257594921871	6.11599156004781	0.254729767554178	0.791616889020471
1	-	chr1:38052785-38129800	ENSMUSG00000026082	Rev1	protein_coding	[38053593, 38052795]	2	294	27	22.8	21.9	19.4	21.8	25.3	23.4	39	0.26607883496429	4.73268570954254	0.254877856475991	0.791796737305209
7	-	chr7:29003339-29125150	ENSMUSG00000030592	Ryr1	protein_coding	[29003343]	1	67	6.2	6.9	4.9	9.3	6.2	5.8	2.7	4.6	-0.491687769001639	2.83718807923317	0.254945305500303	0.791796737305209
3	+	chr3:30602064-30619872	ENSMUSG00000037730	Mynn	protein_coding	[30607092]	1	45	2.1	4.1	3.5	2.3	3.9	6.9	3.3	4	0.594962529104454	2.38831042462653	0.255157276658889	0.791797545957055
X	-	chrX:104854951-104857266	ENSMUSG00000031224	Magee2	protein_coding	[104854954]	1	318	26.3	29	30.3	32.6	26.5	23.6	26.8	25.1	-0.215177201711059	4.84753149395724	0.255164504844012	0.791797545957055
14	-	chr14:118875519-118925313	ENSMUSG00000042156	Dzip1	protein_coding	[118876954, 118886500, 118889386, 118875518]	4	728	67.8	68.5	67	62.1	59.2	54.6	52.9	70	-0.16776242414777	6.00177104591658	0.255313936490297	0.791797545957055
8	+	chr8:69808678-69821869	ENSMUSG00000036246	Gmip	protein_coding	[69821857]	1	73	2.8	6.9	5.6	5.4	3.9	9.8	6	8.6	0.474987045754274	2.93214747825739	0.255339579891693	0.791797545957055
10	-	chr10:62107654-62143919	ENSMUSG00000020083	2010107G23Rik	protein_coding	[62108211, 62141318]	2	1156	120.4	102.4	105.1	89.3	82.6	98.9	103.7	90.4	-0.148911039428909	6.65232264392465	0.255339730322073	0.791797545957055
4	-	chr4:82798737-82859957	ENSMUSG00000028403	Zdhhc21	protein_coding	[82798748, 82854068, 82804068]	3	336	22.8	43.6	28.2	31	24.9	25.3	28.8	27.1	-0.243573231607436	4.92141354910105	0.25566391521833	0.792369069425143
