chr	strand	gene_locus	gene_id	gene_name	gene_biotype	sites_position_cDNA	sites_num	cDNA_sum	c1:d14_WT1	c2:d14_WT2	c3:d14_WT3	c4:d14_WT4	t1:d14_HET1	t2:d14_HET2	t3:d14_HET3	t4:d14_HET4
11	+	chr11:108920348-108950782	ENSMUSG00000000142	Axin2	protein_coding	[108950778]	1	368	37	64	64	42	39	35	39	48
16	+	chr16:32277458-32301433	ENSMUSG00000014074	Rnf168	protein_coding	[32300904]	1	513	30	80	76	65	63	66	74	59
11	-	chr11:84048040-84069260	ENSMUSG00000018648	Dusp14	protein_coding	[84048042]	1	75	9	9	9	12	5	11	10	10
11	-	chr11:50898711-50916164	ENSMUSG00000049321	Zfp2	protein_coding	[50898712, 50905990]	2	348	29	58	48	49	44	50	41	29
11	+	chr11:60777523-60788286	ENSMUSG00000049323	Smcr8	protein_coding	[60788275]	1	122	9	14	24	17	15	16	14	13
11	+	chr11:121434912-121450490	ENSMUSG00000025175	Fn3k	protein_coding	[121450482]	1	41	5	11	4	3	4	4	5	5
5	+	chr5:124439929-124462307	ENSMUSG00000049327	Setd8	protein_coding	[124462300]	1	203	19	44	26	17	17	22	25	33
6	-	chr6:85446809-85451969	ENSMUSG00000030008	Pradc1	protein_coding	[85446810]	1	119	12	19	19	9	20	13	17	10
18	+	chr18:35598616-35617185	ENSMUSG00000037058	Paip2	protein_coding	[35617184, 35616545]	2	3096	240	505	471	351	370	370	409	380
17	+	chr17:24669751-24682014	ENSMUSG00000041130	Zfp598	protein_coding	[24682014]	1	431	29	73	67	58	52	43	52	57
11	-	chr11:121327223-121354444	ENSMUSG00000025173	Wdr45b	protein_coding	[121327237]	1	1342	105	198	180	160	147	164	194	194
6	-	chr6:85942267-85961666	ENSMUSG00000030002	Dusp11	protein_coding	[85944476, 85942270]	2	924	90	196	161	84	99	125	89	80
6	+	chr6:85451513-85468474	ENSMUSG00000030007	Cct7	protein_coding	[85468381]	1	7794	529	1597	1134	886	964	1015	827	842
3	-	chr3:19131401-19163064	ENSMUSG00000027599	Armc1	protein_coding	[19132145]	1	715	48	122	103	92	84	95	86	85
2	+	chr2:155133508-155226854	ENSMUSG00000027598	Itch	protein_coding	[155177145, 155226851, 155168693]	3	298	20	51	57	30	30	33	35	42
19	+	chr19:41981762-42034640	ENSMUSG00000025171	Ubtd1	protein_coding	[42034640]	1	74	9	11	10	4	9	14	11	6
2	+	chr2:154791095-154867260	ENSMUSG00000027593	Raly	protein_coding	[154867240]	1	86	3	28	14	4	14	11	4	8
2	+	chr2:92915097-92956057	ENSMUSG00000027220	Syt13	protein_coding	[92955850, 92955723, 92956054]	3	1403	115	232	188	159	178	151	216	164
2	-	chr2:92383675-92401262	ENSMUSG00000027223	Mapk8ip1	protein_coding	[92383676]	1	1561	123	261	187	171	198	220	203	198
2	+	chr2:92374675-92381216	ENSMUSG00000027222	Pex16	protein_coding	[92381215]	1	150	13	14	20	15	17	24	25	22
2	+	chr2:154867261-155051011	ENSMUSG00000027596	a	protein_coding	[154871009]	1	83	5	19	9	10	10	14	10	6
2	+	chr2:122234748-122265339	ENSMUSG00000027227	Sord	protein_coding	[122265337]	1	229	19	51	28	24	23	18	30	36
16	-	chr16:75858792-76022269	ENSMUSG00000022876	Samsn1	protein_coding	[75858802]	1	44	7	9	9	4	2	6	4	3
11	-	chr11:60902245-60914749	ENSMUSG00000018931	Natd1	protein_coding	[60903058]	1	428	29	75	45	48	46	66	48	71
4	-	chr4:141760188-141790930	ENSMUSG00000040697	Dnajc16	protein_coding	[141760190]	1	623	58	110	83	83	78	70	74	67
5	+	chr5:23790701-23791584	ENSMUSG00000104569	RP23-354E8.1	TEC	[23793901]	1	65	6	10	7	14	6	5	11	6
4	+	chr4:130047839-130099282	ENSMUSG00000040690	Col16a1	protein_coding	[130099270]	1	946	74	233	130	125	97	143	87	57
3	+	chr3:27371350-27378009	ENSMUSG00000051136	Ghsr	protein_coding	[27379233]	1	77	2	8	14	11	8	5	14	15
19	-	chr19:27761720-28011165	ENSMUSG00000040929	Rfx3	protein_coding	[27761729]	1	465	43	85	70	46	56	61	60	44
4	-	chr4:129148004-129189726	ENSMUSG00000040928	S100pbp	protein_coding	[129148002]	1	1684	139	283	202	207	202	215	226	210
17	-	chr17:15475720-15498275	ENSMUSG00000014769	Psmb1	protein_coding	[15475718, 15475959]	2	3722	229	703	547	440	466	497	416	424
17	-	chr17:45541939-45549676	ENSMUSG00000096847	Tmem151b	protein_coding	[45541956]	1	967	73	146	150	110	113	98	132	145
X	-	chrX:161272236-161272839	ENSMUSG00000080983	Gm5419	processed_pseudogene	[161271709]	1	48	3	4	9	8	4	10	4	6
17	+	chr17:15396245-15433579	ENSMUSG00000014763	Fam120b	protein_coding	[15433579, 15432037, 15399933]	3	435	42	75	62	48	44	46	55	63
7	+	chr7:27258432-27282143	ENSMUSG00000063160	Numbl	protein_coding	[27282139]	1	1552	115	245	189	174	195	218	214	202
14	+	chr14:69029288-69041400	ENSMUSG00000014813	Stc1	protein_coding	[69041321]	1	267	20	36	34	36	40	28	37	36
17	+	chr17:15499887-15528378	ENSMUSG00000014767	Tbp	protein_coding	[15517410, 15517173]	2	209	12	42	31	25	22	23	27	27
6	+	chr6:87009235-87028460	ENSMUSG00000029993	Nfu1	protein_coding	[87028459]	1	502	41	88	75	53	61	54	61	69
6	+	chr6:87042845-87092196	ENSMUSG00000029992	Gfpt1	protein_coding	[87092196]	1	3764	258	577	546	422	480	385	577	519
X	-	chrX:75404845-75410442	ENSMUSG00000090110	Cmc4	protein_coding	[75404848]	1	166	19	19	22	21	14	16	32	23
10	+	chr10:11149426-11217594	ENSMUSG00000090112	Shprh	protein_coding	[11217592, 11215262]	2	355	30	58	51	45	44	39	44	44
6	-	chr6:86386005-86397153	ENSMUSG00000029998	Pcyox1	protein_coding	[86386624]	1	681	53	105	97	78	103	85	77	83
X	-	chrX:52272425-52613949	ENSMUSG00000055653	Gpc3	protein_coding	[52272428]	1	1093	86	220	174	125	94	151	129	114
7	+	chr7:75848337-75874129	ENSMUSG00000055652	Klhl25	protein_coding	[75874132]	1	57	5	10	4	5	6	13	7	7
19	-	chr19:4886897-4906626	ENSMUSG00000006464	Bbs1	protein_coding	[4886879]	1	338	29	56	40	48	31	40	49	45
13	+	chr13:91460282-91703428	ENSMUSG00000003992	Ssbp2	protein_coding	[91483417, 91701243]	2	592	38	81	68	71	95	87	73	79
19	+	chr19:4878667-4885396	ENSMUSG00000006463	Zdhhc24	protein_coding	[4885391]	1	79	6	18	14	5	11	9	9	7
5	+	chr5:121205009-121205142	ENSMUSG00000064841	Gm26205	snoRNA	[121208966]	1	2710	195	448	365	314	367	363	321	337
2	-	chr2:101950202-102186384	ENSMUSG00000048058	Ldlrad3	protein_coding	[101950202]	1	1007	80	156	125	122	123	147	144	110
16	-	chr16:19946498-19983036	ENSMUSG00000043008	Klhl6	protein_coding	[19946495]	1	35	1	7	9	3	5	1	4	5
9	+	chr9:50603900-50605319	ENSMUSG00000039016	Timm8b	protein_coding	[50605317]	1	1188	85	179	177	126	151	134	154	182
7	-	chr7:142650765-142666815	ENSMUSG00000048583	Igf2	protein_coding	[142650768]	1	2643	193	704	436	316	224	383	214	173
5	+	chr5:36464997-36474079	ENSMUSG00000029198	Grpel1	protein_coding	[36471695]	1	573	39	104	59	68	70	80	75	78
4	+	chr4:108847784-108849412	ENSMUSG00000073775	Kti12	protein_coding	[108849411]	1	146	14	27	24	15	18	15	17	16
18	-	chr18:60995380-61014198	ENSMUSG00000052026	Slc6a7	protein_coding	[60995380]	1	329	35	70	44	36	52	34	30	28
5	-	chr5:65261849-65335669	ENSMUSG00000029191	Rfc1	protein_coding	[65261853]	1	267	21	42	40	35	18	47	32	32
5	-	chr5:36490603-36593275	ENSMUSG00000029192	Tbc1d14	protein_coding	[36490608]	1	1042	91	169	139	121	143	120	143	116
X	+	chrX:20617502-20650900	ENSMUSG00000031060	Rbm10	protein_coding	[20650887]	1	727	42	141	102	69	106	90	104	73
7	+	chr7:137437647-137468593	ENSMUSG00000031068	Glrx3	protein_coding	[137468181]	1	2988	233	464	449	338	343	339	416	406
1	+	chr1:109982430-110140156	ENSMUSG00000026312	Cdh7	protein_coding	[109998667, 110139188]	2	251	8	57	29	35	23	30	33	36
1	-	chr1:91928778-92180340	ENSMUSG00000026313	Hdac4	protein_coding	[91928779]	1	789	60	128	101	72	106	92	115	115
1	+	chr1:91540543-91559588	ENSMUSG00000026311	Asb1	protein_coding	[91559587, 91558959]	2	691	51	127	103	98	79	71	82	80
8	+	chr8:14881334-14901719	ENSMUSG00000026317	Cln8	protein_coding	[14897937, 14901716]	2	390	24	68	56	55	51	47	48	41
4	-	chr4:135320483-135353320	ENSMUSG00000028809	Srrm1	protein_coding	[135320490]	1	4066	299	638	604	441	487	545	580	472
9	-	chr9:13807791-13827106	ENSMUSG00000031922	Cep57	protein_coding	[13807798]	1	131	5	25	28	12	12	24	14	11
4	-	chr4:134802758-134853344	ENSMUSG00000028826	Tmem57	protein_coding	[134804112, 134802762]	2	2283	163	359	331	238	290	282	317	303
19	-	chr19:10870659-10882000	ENSMUSG00000034659	Tmem109	protein_coding	[10870663]	1	974	64	190	136	106	129	138	111	100
7	+	chr7:141327738-141337155	ENSMUSG00000025505	Tmem80	protein_coding	[141337154, 141333326]	2	475	30	91	60	66	59	67	50	52
4	-	chr4:134897848-134915023	ENSMUSG00000028822	Tmem50a	protein_coding	[134897851]	1	3373	233	641	488	378	382	412	396	443
7	+	chr7:141392198-141402967	ENSMUSG00000025503	Taldo1	protein_coding	[141402966]	1	2189	178	355	321	271	245	255	300	264
4	+	chr4:127021323-127037012	ENSMUSG00000028820	Sfpq	protein_coding	[127030793, 127037007, 127031231, 127030279]	4	6966	551	1144	1014	701	904	852	932	868
4	+	chr4:134930897-134937547	ENSMUSG00000028821	Syf2	protein_coding	[134937536]	1	309	24	42	50	24	32	41	49	47
11	-	chr11:116849900-116853093	ENSMUSG00000034120	Srsf2	protein_coding	[116849914, 116850636]	2	2276	157	383	323	266	280	307	296	264
11	+	chr11:87853214-87863802	ENSMUSG00000034121	Mks1	protein_coding	[87863801]	1	130	8	37	17	14	10	19	12	13
12	-	chr12:87106865-87147901	ENSMUSG00000034126	Pomt2	protein_coding	[87106864]	1	113	9	12	12	16	14	12	22	16
8	+	chr8:84388439-84640245	ENSMUSG00000034656	Cacna1a	protein_coding	[84640245]	1	859	55	179	148	92	106	99	76	104
7	+	chr7:141455197-141460742	ENSMUSG00000025509	Pnpla2	protein_coding	[141460085]	1	157	13	32	17	21	17	23	14	20
3	-	chr3:54897067-54915886	ENSMUSG00000056306	Sertm1	protein_coding	[54897071]	1	129	4	24	20	10	12	19	15	25
6	-	chr6:72318677-72345183	ENSMUSG00000056305	Usp39	protein_coding	[72318771]	1	624	46	107	79	75	64	89	79	85
13	+	chr13:106947128-106960223	ENSMUSG00000021692	Dimt1	protein_coding	[106958918]	1	95	11	15	19	7	15	8	14	6
7	-	chr7:51997164-52006017	ENSMUSG00000074093	Svip	protein_coding	[51997170]	1	99	6	12	12	13	10	23	12	11
13	-	chr13:93430096-93499807	ENSMUSG00000021690	Jmy	protein_coding	[93430098]	1	535	37	97	60	71	68	68	67	67
13	+	chr13:108158730-108195363	ENSMUSG00000021694	Ercc8	protein_coding	[108194982, 108199279]	2	105	7	20	11	7	18	14	13	15
5	+	chr5:129786997-129846370	ENSMUSG00000029447	Cct6a	processed_transcript	[129846353, 129791814]	2	4040	294	671	613	486	448	474	520	534
15	+	chr15:80234079-80253365	ENSMUSG00000022412	Mief1	protein_coding	[80253368, 80252643]	2	329	18	57	44	41	43	46	38	42
5	+	chr5:98854414-98884395	ENSMUSG00000029335	Bmp3	protein_coding	[98884044]	1	68	3	15	10	3	6	9	9	13
5	+	chr5:123169412-123250130	ENSMUSG00000029440	Psmd9	protein_coding	[123248960]	1	301	17	40	52	31	36	41	53	31
15	+	chr15:55112316-55259270	ENSMUSG00000022419	Deptor	protein_coding	[55259269]	1	49	0	11	8	7	3	5	5	10
5	-	chr5:97882782-98031042	ENSMUSG00000029338	Antxr2	protein_coding	[97884688]	1	33	3	6	6	5	4	2	1	6
17	-	chr17:12942889-12960746	ENSMUSG00000023832	Acat2	protein_coding	[12943040]	1	3215	214	492	469	394	376	410	429	431
5	-	chr5:123103043-123132691	ENSMUSG00000029449	Rhof	protein_coding	[123118180]	1	225	23	48	33	22	25	23	25	26
11	-	chr11:101096321-101119892	ENSMUSG00000017802	Fam134c	protein_coding	[101096513]	1	66	6	15	12	6	5	14	4	4
9	-	chr9:103482946-103761836	ENSMUSG00000042757	Tmem108	protein_coding	[103483780, 103484438, 103482950]	3	225	12	35	30	26	27	34	34	27
X	-	chrX:136066563-136068235	ENSMUSG00000042750	Bex2	protein_coding	[136066565]	1	8609	683	1357	1220	898	1069	987	1201	1194
1	+	chr1:152954992-153119260	ENSMUSG00000042751	Nmnat2	protein_coding	[153119259]	1	2726	232	504	356	322	343	325	332	312
2	-	chr2:84600070-84650764	ENSMUSG00000034101	Ctnnd1	protein_coding	[84600783]	1	931	71	169	139	92	117	102	136	105
2	+	chr2:23321245-23401972	ENSMUSG00000069132	Nxph2	protein_coding	[23401978]	1	131	11	24	22	12	21	11	15	15
17	+	chr17:8165500-8196803	ENSMUSG00000069135	Fgfr1op	protein_coding	[8173482, 8196475]	2	116	14	20	12	12	17	13	16	12
10	+	chr10:62947025-62974184	ENSMUSG00000036875	Dna2	protein_coding	[62974180]	1	81	5	8	14	15	6	10	7	16
11	+	chr11:101087276-101092206	ENSMUSG00000017801	Mlx	protein_coding	[101092205]	1	443	32	65	67	38	58	63	70	50
15	+	chr15:103240431-103244954	ENSMUSG00000046434	Hnrnpa1	protein_coding	[103244959]	1	294	21	44	48	30	34	40	31	46
X	+	chrX:136270252-136271977	ENSMUSG00000046432	Ngfrap1	protein_coding	[136271918]	1	3422	245	553	513	339	399	399	508	466
18	+	chr18:67289252-67319145	ENSMUSG00000024525	Impa2	protein_coding	[67318839]	1	47	6	7	8	6	11	2	5	2
10	-	chr10:117814470-117845934	ENSMUSG00000052681	Rap1b	protein_coding	[117813870, 117814543]	2	1417	101	225	215	167	148	172	215	174
4	-	chr4:95049033-95052221	ENSMUSG00000052684	Jun	protein_coding	[95049044, 95049598]	2	842	57	182	116	79	109	104	101	94
2	+	chr2:38511642-38594605	ENSMUSG00000026749	Nek6	protein_coding	[38586570]	1	74	5	15	11	8	9	5	11	10
X	-	chrX:157443854-157492286	ENSMUSG00000071708	Sms	protein_coding	[157445657, 157443852]	2	3259	218	521	489	369	395	398	439	430
12	+	chr12:51348060-51376985	ENSMUSG00000035293	G2e3	protein_coding	[51376978]	1	362	29	77	52	43	38	49	33	41
5	-	chr5:30905884-30907787	ENSMUSG00000038803	Ost4	protein_coding	[30906518]	1	507	37	105	66	57	59	89	50	44
13	-	chr13:81673842-81711012	ENSMUSG00000035834	Polr3g	protein_coding	[81673842]	1	69	5	10	14	5	6	8	11	10
5	+	chr5:100518308-100547802	ENSMUSG00000035297	Cops4	protein_coding	[100547772]	1	902	72	164	113	94	111	121	113	114
11	-	chr11:74383355-74590185	ENSMUSG00000038807	Rap1gap2	protein_coding	[74383483]	1	839	59	112	104	88	109	109	133	125
1	+	chr1:180851126-180868112	ENSMUSG00000038806	Sde2	protein_coding	[180868110]	1	1498	106	242	207	180	195	180	189	199
19	+	chr19:42247573-42270347	ENSMUSG00000042532	Golga7b	protein_coding	[42270338]	1	604	48	103	85	71	68	74	69	86
4	+	chr4:156109981-156127264	ENSMUSG00000059939	9430015G10Rik	protein_coding	[156110408, 156127260]	2	355	31	45	55	34	54	35	55	46
15	-	chr15:96571417-96642912	ENSMUSG00000023169	Slc38a1	protein_coding	[96571418]	1	2861	187	471	436	355	298	369	391	354
5	-	chr5:3632931-3657184	ENSMUSG00000007415	Gatad1	protein_coding	[3640922, 3640022]	2	776	64	122	113	92	87	83	109	106
12	+	chr12:111574509-111656226	ENSMUSG00000007411	Mark3	protein_coding	[111656218]	1	2456	184	362	339	307	300	271	388	305
14	+	chr14:62555736-62608485	ENSMUSG00000035184	Fam124a	protein_coding	[62609880, 62608484]	2	481	35	80	69	54	62	65	59	57
17	-	chr17:80523549-80563833	ENSMUSG00000033966	Cdkl4	protein_coding	[80523551]	1	96	13	15	15	14	7	6	11	15
X	-	chrX:103697413-103821982	ENSMUSG00000033965	Slc16a2	protein_coding	[103697413]	1	529	49	81	92	47	51	81	71	57
1	+	chr1:139422287-139453004	ENSMUSG00000033964	Zbtb41	protein_coding	[139453001, 139449173, 139451429, 139449335]	4	1358	95	220	194	182	175	155	159	178
2	-	chr2:132239491-132247806	ENSMUSG00000027341	Tmem230	protein_coding	[132239493]	1	310	27	50	36	32	39	40	45	41
17	-	chr17:33773749-33781574	ENSMUSG00000002289	Angptl4	protein_coding	[33774900]	1	95	6	18	15	8	13	15	12	8
14	-	chr14:104461675-104467998	ENSMUSG00000048349	Pou4f1	protein_coding	[104461675, 104463523, 104462286]	3	242	26	37	37	30	17	32	27	36
7	-	chr7:132827456-132852672	ENSMUSG00000030960	Mettl10	protein_coding	[132849501]	1	55	2	7	2	6	10	11	6	11
5	+	chr5:146948656-146955613	ENSMUSG00000016503	Gtf3a	protein_coding	[146955604]	1	205	14	34	29	23	20	31	26	28
6	-	chr6:48427696-48445824	ENSMUSG00000068551	Zfp467	protein_coding	[48436613, 48427702]	2	218	17	49	34	21	27	30	20	20
17	-	chr17:21879569-21909925	ENSMUSG00000078546	2210404O09Rik	protein_coding	[21878909]	1	93	6	13	10	14	14	14	10	12
8	-	chr8:84976908-84978747	ENSMUSG00000052837	Junb	protein_coding	[84976911]	1	276	26	55	37	37	28	32	31	30
11	+	chr11:16752202-16918157	ENSMUSG00000020122	Egfr	protein_coding	[16918155]	1	79	6	23	6	10	7	14	10	3
10	-	chr10:121780990-122047314	ENSMUSG00000020121	Srgap1	protein_coding	[121780991]	1	692	57	147	85	83	105	84	71	60
11	-	chr11:16971205-17052380	ENSMUSG00000020120	Plek	protein_coding	[16971455]	1	45	2	8	8	5	3	7	4	8
10	-	chr10:4367073-4388107	ENSMUSG00000075327	Zbtb2	protein_coding	[4367074]	1	97	5	12	13	20	10	14	14	9
2	-	chr2:63971506-64098037	ENSMUSG00000075324	Fign	protein_coding	[63971502]	1	137	6	32	25	14	17	8	19	16
10	-	chr10:95385361-95417179	ENSMUSG00000020027	Socs2	protein_coding	[95411504, 95383902]	2	633	40	84	98	68	92	86	83	82
7	+	chr7:141448802-141448938	ENSMUSG00000064666	Snora52	snoRNA	[141451358]	1	73	4	19	10	4	11	12	7	6
10	+	chr10:94198954-94221442	ENSMUSG00000020022	Ndufa12	protein_coding	[94221435]	1	97	6	18	12	9	14	14	15	9
10	+	chr10:94036000-94145338	ENSMUSG00000020021	Fgd6	protein_coding	[94145337]	1	84	5	14	16	5	14	9	12	9
3	-	chr3:109780039-110144010	ENSMUSG00000059857	Ntng1	protein_coding	[109781648, 109830961, 109781114, 109780050]	4	311	24	58	34	37	36	38	39	45
10	-	chr10:95547006-95564166	ENSMUSG00000020029	Nudt4	protein_coding	[95547009, 95547290]	2	1277	85	228	187	158	140	153	167	159
2	-	chr2:165288030-165326478	ENSMUSG00000017670	Elmo2	protein_coding	[165289155]	1	602	52	102	89	64	75	77	72	71
11	-	chr11:97745480-97766555	ENSMUSG00000018541	Cwc25	protein_coding	[97745482, 97745614]	2	180	11	45	24	17	19	25	19	20
11	-	chr11:97715156-97744703	ENSMUSG00000018547	Pip4k2b	protein_coding	[97715159]	1	1436	104	229	219	138	180	155	206	205
11	-	chr11:79239371-79254670	ENSMUSG00000017677	Wsb1	protein_coding	[79239386]	1	2425	165	382	350	277	286	313	344	308
2	+	chr2:163602313-163619012	ENSMUSG00000017679	Ttpal	protein_coding	[163619011]	1	230	22	29	29	31	30	30	29	30
14	+	chr14:28504749-28527446	ENSMUSG00000021994	Wnt5a	protein_coding	[28525507, 28527446]	2	295	24	50	44	25	41	43	34	34
11	+	chr11:87127076-87220682	ENSMUSG00000018548	Trim37	protein_coding	[87220681, 87219478]	2	2317	168	367	333	285	292	260	306	306
14	+	chr14:74732296-74750764	ENSMUSG00000021996	Esd	protein_coding	[74749847]	1	730	44	141	97	82	80	81	106	99
16	+	chr16:91269771-91271932	ENSMUSG00000046160	Olig1	protein_coding	[91271929]	1	1906	136	321	270	201	246	224	291	217
5	-	chr5:103989761-104021918	ENSMUSG00000029311	Hsd17b11	protein_coding	[103989772]	1	321	25	43	42	35	45	43	40	48
14	+	chr14:60784565-60903609	ENSMUSG00000021993	Mipep	protein_coding	[60903609]	1	145	9	24	36	14	12	18	16	16
19	+	chr19:42147399-42151702	ENSMUSG00000044345	Marveld1	protein_coding	[42151695]	1	163	11	39	23	20	17	19	14	20
6	+	chr6:134981717-134986835	ENSMUSG00000090698	Apold1	protein_coding	[134986835]	1	65	7	12	13	11	5	8	5	4
11	+	chr11:117076789-117078954	ENSMUSG00000086859	Snhg20	lincRNA	[117078953]	1	779	64	133	106	79	99	95	99	104
X	-	chrX:136981115-137038301	ENSMUSG00000044348	Slc25a53	protein_coding	[137002780, 136981119]	2	96	6	13	15	9	14	12	17	10
8	+	chr8:123442985-123463269	ENSMUSG00000001482	Def8	protein_coding	[123463261]	1	622	51	117	76	83	65	75	72	83
10	-	chr10:76351253-76442911	ENSMUSG00000001151	Pcnt	protein_coding	[76351264]	1	397	33	72	58	41	40	44	58	51
10	+	chr10:76468970-76515855	ENSMUSG00000001150	Mcm3ap	protein_coding	[76515855]	1	647	46	103	99	78	72	84	77	88
6	-	chr6:86691767-86733382	ENSMUSG00000001157	Gmcl1	protein_coding	[86692257, 86691777]	2	737	66	127	94	78	115	76	99	82
6	-	chr6:86647041-86669160	ENSMUSG00000001156	Mxd1	protein_coding	[86647046]	1	621	43	111	102	64	72	60	75	94
6	-	chr6:86675150-86684521	ENSMUSG00000001158	Snrnp27	protein_coding	[86680964, 86675215]	2	987	86	171	157	126	110	110	115	112
5	+	chr5:149678229-149762598	ENSMUSG00000051950	B3glct	protein_coding	[149762597, 149761774]	2	479	37	77	70	55	66	61	63	50
1	-	chr1:3205900-3671497	ENSMUSG00000051951	Xkr4	protein_coding	[3313162, 3364982, 3270135]	3	163	10	29	19	19	34	18	16	18
3	+	chr3:27182964-27284607	ENSMUSG00000027698	Nceh1	protein_coding	[27244955]	1	201	15	49	20	17	31	16	29	24
11	+	chr11:103116230-103119724	ENSMUSG00000048878	Hexim1	protein_coding	[103118368, 103119729]	2	147	14	23	25	14	23	15	15	18
14	-	chr14:61531992-61556885	ENSMUSG00000021930	Spryd7	protein_coding	[61534304, 61534848, 61531842, 61533881]	4	702	57	140	98	81	69	92	82	83
4	-	chr4:118208212-118291404	ENSMUSG00000033295	Ptprf	protein_coding	[118208218]	1	3814	271	579	542	364	518	459	577	504
5	-	chr5:110648417-110653416	ENSMUSG00000033294	Noc4l	protein_coding	[110648585]	1	194	11	34	23	15	28	25	30	28
3	+	chr3:27938694-28133361	ENSMUSG00000027695	Pld1	protein_coding	[28133228]	1	54	4	7	11	5	8	9	6	4
1	-	chr1:30802338-30873920	ENSMUSG00000048874	Phf3	protein_coding	[30802342, 30803103]	2	1142	81	176	173	106	168	135	153	150
14	-	chr14:76532813-76556686	ENSMUSG00000052584	Serp2	protein_coding	[76532813]	1	2468	180	400	350	271	303	310	315	339
9	+	chr9:21411836-21420276	ENSMUSG00000002825	Qtrt1	protein_coding	[21420259]	1	265	17	53	26	31	40	50	29	19
15	-	chr15:79527706-79546740	ENSMUSG00000055065	Ddx17	protein_coding	[79527738]	1	9136	706	1527	1259	964	1166	1103	1182	1229
9	+	chr9:70542919-70592236	ENSMUSG00000032212	Sltm	protein_coding	[70592230]	1	871	68	137	128	74	120	104	130	110
4	+	chr4:14929907-14953029	ENSMUSG00000086587	Gm11837	antisense	[14953029]	1	261	17	42	34	26	39	28	42	33
9	+	chr9:72662345-72749851	ENSMUSG00000032216	Nedd4	protein_coding	[72677502]	1	178	17	43	15	12	23	25	26	17
9	-	chr9:70425428-70503724	ENSMUSG00000032217	Rnf111	protein_coding	[70425430, 70425887]	2	290	21	49	51	25	28	39	37	40
9	+	chr9:73113425-73123332	ENSMUSG00000032215	Rsl24d1	protein_coding	[73123331]	1	424	27	80	84	37	40	43	45	68
12	+	chr12:32378703-32382942	ENSMUSG00000090946	Ccdc71l	protein_coding	[32382940]	1	503	39	92	68	63	60	67	62	52
9	-	chr9:70407688-70421553	ENSMUSG00000032218	Ccnb2	protein_coding	[70407689]	1	71	2	19	4	4	6	16	11	9
13	-	chr13:34627839-34652680	ENSMUSG00000021411	Pxdc1	protein_coding	[34627841]	1	145	13	24	17	19	22	9	29	12
7	-	chr7:143688761-143756984	ENSMUSG00000037606	Osbpl5	protein_coding	[143688762]	1	1128	84	213	138	140	142	126	136	149
5	-	chr5:114669397-114690983	ENSMUSG00000011884	Gltp	protein_coding	[114669403]	1	230	20	35	41	21	25	34	26	28
10	+	chr10:62998778-62999688	ENSMUSG00000084985	Gm16135	antisense	[63004435]	1	57	3	10	7	4	7	9	9	8
5	+	chr5:81020137-81825132	ENSMUSG00000037605	Adgrl3	protein_coding	[81112609, 81236002, 81233253, 81094997]	4	376	17	65	49	48	46	56	49	46
7	+	chr7:119895860-119916755	ENSMUSG00000030922	Lyrm1	protein_coding	[119916748]	1	123	5	14	21	13	20	11	19	20
11	-	chr11:93956978-93968520	ENSMUSG00000037601	Nme1	protein_coding	[93958926]	1	1946	138	345	267	247	241	251	228	229
10	+	chr10:20312468-20344612	ENSMUSG00000037608	Bclaf1	protein_coding	[20342498, 20340262]	2	2675	172	402	385	310	338	377	372	319
7	-	chr7:119768678-119794057	ENSMUSG00000030929	Eri2	protein_coding	[119783848]	1	270	15	49	45	31	32	38	33	27
