chr	strand	gene_locus	gene_id	gene_name	gene_biotype	sites_position_cDNA	sites_num	cDNA_sum	c1:KO_WT1	c2:KO_WT2	c3:KO_WT3	c4:KO_WT4	t1:KO_HOM1	t2:KO_HOM2	t3:KO_HOM3	t4:KO_HOM4
12	+	chr12:76765537-76783179	ENSMUSG00000090258	Churc1	protein_coding	[76783175]	1	143	17	14	15	14	19	13	29	22
X	-	chrX:8123300-8132891	ENSMUSG00000031166	Wdr13	protein_coding	[8123303]	1	5291	637	567	626	676	611	718	719	737
X	-	chrX:7930119-7947888	ENSMUSG00000031161	Hdac6	protein_coding	[7930129]	1	493	71	57	55	50	53	75	59	73
9	-	chr9:42412315-42507808	ENSMUSG00000037287	Tbcel	protein_coding	[42412316]	1	35	5	5	4	4	2	7	2	6
4	-	chr4:137319695-137357719	ENSMUSG00000006699	Cdc42	protein_coding	[137319704, 137322438, 137321766]	3	15047	1813	1804	1710	1519	1739	2368	2242	1852
7	-	chr7:13258966-13278720	ENSMUSG00000070814	6330408A02Rik	protein_coding	[13258968]	1	250	33	32	28	28	26	46	29	28
11	-	chr11:72451637-72489903	ENSMUSG00000040447	Spns2	protein_coding	[72451637]	1	754	100	102	77	71	84	110	107	103
18	-	chr18:89293501-89297228	ENSMUSG00000043498	9330132A10Rik	pseudogene	[89292427, 89293708]	2	426	63	45	56	58	59	58	42	45
12	+	chr12:111758848-111807843	ENSMUSG00000021288	Klc1	protein_coding	[111794895]	1	14747	1854	1903	1905	1704	1540	2332	1883	1626
9	-	chr9:119608455-119719031	ENSMUSG00000034533	Scn10a	protein_coding	[119608466]	1	88	1	20	10	1	9	16	11	20
2	-	chr2:167191804-167240603	ENSMUSG00000017969	Ptgis	protein_coding	[167203195]	1	62	9	9	5	5	7	11	6	10
19	+	chr19:12460778-12465283	ENSMUSG00000046805	Mpeg1	protein_coding	[12465275]	1	30	2	7	0	1	5	3	6	6
12	-	chr12:111803191-111813872	ENSMUSG00000021287	Xrcc3	protein_coding	[111803192]	1	46	5	5	3	4	5	12	6	6
10	-	chr10:75550124-75560329	ENSMUSG00000046807	Lrrc75b	protein_coding	[75550124]	1	559	66	72	92	66	52	82	65	64
3	+	chr3:88532394-88541395	ENSMUSG00000074480	Mex3a	protein_coding	[88541391]	1	1737	231	213	212	178	168	240	251	244
12	+	chr12:80945503-80950506	ENSMUSG00000021134	Srsf5	protein_coding	[80950498]	1	3537	435	451	411	389	384	579	453	435
12	+	chr12:80790531-80880831	ENSMUSG00000021133	Susd6	protein_coding	[80880831]	1	328	41	42	31	31	33	47	34	69
12	-	chr12:80634021-80644340	ENSMUSG00000021131	Erh	protein_coding	[80634025]	1	192	27	20	25	27	20	27	21	25
12	+	chr12:80518989-80603895	ENSMUSG00000021130	Galnt16	protein_coding	[80603891]	1	829	108	100	104	96	92	135	101	93
13	+	chr13:13590408-13777439	ENSMUSG00000019726	Lyst	protein_coding	[13778799]	1	192	25	19	24	28	20	25	23	28
12	-	chr12:81358859-81497939	ENSMUSG00000021139	Gm20498	protein_coding	[81359024, 81358860, 81492199]	3	602	81	59	60	70	61	89	83	99
12	+	chr12:84451507-84531532	ENSMUSG00000085793	Lin52	protein_coding	[84531569]	1	251	32	34	29	23	25	29	40	39
6	-	chr6:29123575-29165005	ENSMUSG00000029701	Rbm28	protein_coding	[29125162, 29125020]	2	1795	185	204	205	198	200	287	271	245
13	+	chr13:55714649-55726220	ENSMUSG00000021497	Txndc15	protein_coding	[55726228]	1	1540	184	206	180	161	170	208	178	253
16	-	chr16:5013905-5049909	ENSMUSG00000022536	Glyr1	protein_coding	[5013903]	1	4367	500	476	479	454	523	660	679	596
5	-	chr5:136248134-136567489	ENSMUSG00000029705	Cux1	protein_coding	[136248135]	1	528	71	64	83	54	60	74	59	63
6	-	chr6:28416090-28428389	ENSMUSG00000029708	Gcc1	protein_coding	[28416680, 28413786]	2	596	74	64	74	67	65	86	81	85
16	-	chr16:30560493-30587591	ENSMUSG00000022538	Lsg1	protein_coding	[30562160, 30561369]	2	758	86	92	86	84	105	118	85	102
9	-	chr9:44913249-44920741	ENSMUSG00000038717	Atp5l	protein_coding	[44913231]	1	78	4	6	10	9	9	13	15	12
16	+	chr16:92058321-92087472	ENSMUSG00000089774	Slc5a3	protein_coding	[92087471]	1	1381	148	180	157	136	153	245	178	184
1	-	chr1:121304352-121332588	ENSMUSG00000003721	Insig2	protein_coding	[121305688, 121308297, 121304356]	3	486	73	62	63	51	45	59	50	83
4	+	chr4:47353221-47414930	ENSMUSG00000007613	Tgfbr1	protein_coding	[47414922]	1	297	46	35	21	32	33	45	44	41
8	+	chr8:71488102-71499582	ENSMUSG00000007610	Gtpbp3	protein_coding	[71493275, 71496054]	2	279	38	24	31	26	28	49	37	46
13	+	chr13:93303756-93404128	ENSMUSG00000007617	Homer1	protein_coding	[93404961, 93404003, 93360460, 93403789, 93405125]	5	428	58	51	51	57	37	57	68	49
5	+	chr5:149264766-149288152	ENSMUSG00000060063	Alox5ap	protein_coding	[149288141]	1	75	9	9	19	6	6	7	8	11
2	-	chr2:118475849-118479710	ENSMUSG00000009549	Srp14	protein_coding	[118475850]	1	7842	964	949	849	828	1016	1158	1121	957
19	-	chr19:50143300-50678645	ENSMUSG00000043531	Sorcs1	protein_coding	[50565102, 50143301, 50147662]	3	219	28	27	23	28	24	32	26	31
11	+	chr11:82764344-82765934	ENSMUSG00000046010	Zfp830	protein_coding	[82765928, 82765316]	2	149	26	13	21	15	14	16	18	26
11	+	chr11:74925822-75164447	ENSMUSG00000038290	Smg6	protein_coding	[75164445]	1	608	63	80	79	56	71	102	89	68
2	-	chr2:28822298-28840359	ENSMUSG00000035666	Gtf3c4	protein_coding	[28822301]	1	722	95	88	81	69	71	126	99	93
18	+	chr18:32837224-32866419	ENSMUSG00000038299	Wdr36	protein_coding	[32866342]	1	41	7	4	7	6	4	7	6	0
5	-	chr5:113937093-113993893	ENSMUSG00000042121	Ssh1	protein_coding	[113937099]	1	663	82	93	72	77	84	117	71	67
12	+	chr12:55836365-55869734	ENSMUSG00000012076	Brms1l	protein_coding	[55869734]	1	163	21	10	21	21	22	24	15	29
4	-	chr4:109403793-109406154	ENSMUSG00000085873	Ttc39aos1	antisense	[109402279]	1	46	12	4	7	5	3	4	8	3
6	-	chr6:116633007-116673951	ENSMUSG00000042129	Rassf4	protein_coding	[116633010]	1	342	35	39	43	53	26	49	42	55
15	+	chr15:44432594-44432700	ENSMUSG00000094551	Gm22392	snRNA	[44435864, 44433900]	2	1432	160	153	180	176	161	181	193	228
11	-	chr11:51685385-51688873	ENSMUSG00000007777	0610009B22Rik	protein_coding	[51685380]	1	221	35	17	16	20	22	17	34	60
3	-	chr3:88056519-88058494	ENSMUSG00000028070	Apoa1bp	protein_coding	[88056523]	1	2392	303	303	259	232	292	388	296	319
3	-	chr3:86786150-86920851	ENSMUSG00000028078	Dclk2	protein_coding	[86794644, 86890884, 86786156]	3	1631	209	203	196	194	192	239	217	181
12	+	chr12:84996320-85070514	ENSMUSG00000021244	Ylpm1	protein_coding	[85068866, 85074531, 85059720, 85058254, 85050001, 85070489]	6	966	120	134	137	105	103	151	115	101
4	+	chr4:12140263-12146730	ENSMUSG00000046667	Rbm12b1	protein_coding	[12146728]	1	39	7	2	7	2	6	3	9	3
18	+	chr18:35829817-35861686	ENSMUSG00000046668	Cxxc5	protein_coding	[35861688]	1	1018	150	145	123	99	115	153	136	97
12	+	chr12:4917403-5044046	ENSMUSG00000052812	Atad2b	protein_coding	[4943178, 4945787, 5047397, 4955374]	4	633	71	92	86	72	56	103	88	65
16	-	chr16:18220753-18235135	ENSMUSG00000060166	Zdhhc8	protein_coding	[18222227]	1	812	102	116	90	93	47	144	111	109
11	+	chr11:101425084-101435672	ENSMUSG00000035007	Rundc1	protein_coding	[101435651]	1	376	48	42	39	38	29	63	62	55
10	-	chr10:95174745-95324096	ENSMUSG00000045867	Cradd	protein_coding	[95174741]	1	132	22	16	11	13	12	23	17	18
2	-	chr2:26348120-26352109	ENSMUSG00000075467	Dnlz	protein_coding	[26348122]	1	145	16	16	31	12	16	16	17	21
12	+	chr12:3954950-3960617	ENSMUSG00000020660	Pomc	protein_coding	[3960574]	1	39	5	6	3	3	6	4	6	6
12	+	chr12:3806006-3914442	ENSMUSG00000020661	Dnmt3a	protein_coding	[3914440, 3913340]	2	4423	620	592	480	542	426	658	599	506
7	-	chr7:25087343-25159921	ENSMUSG00000008496	Pou2f2	protein_coding	[25087350]	1	282	39	30	31	30	34	33	44	41
12	+	chr12:3365131-3406493	ENSMUSG00000020668	Kif3c	protein_coding	[3404054]	1	268	35	31	34	30	34	37	38	29
12	+	chr12:30911667-30960161	ENSMUSG00000020669	Sh3yl1	protein_coding	[30960155]	1	276	33	25	32	28	36	43	40	39
1	+	chr1:191063011-191086473	ENSMUSG00000062510	Nsl1	protein_coding	[191084555]	1	71	16	8	6	8	7	9	9	8
12	-	chr12:41451672-41485750	ENSMUSG00000036295	Lrrn3	protein_coding	[41451672]	1	830	103	91	96	107	95	112	114	112
16	-	chr16:43980349-44027944	ENSMUSG00000036292	Gramd1c	protein_coding	[43980356]	1	46	5	4	4	5	3	7	3	15
3	-	chr3:95253673-95282075	ENSMUSG00000015711	Prune	protein_coding	[95253674]	1	49	5	7	3	4	10	8	5	7
15	-	chr15:91267695-91573260	ENSMUSG00000036298	Slc2a13	protein_coding	[91267694]	1	301	39	36	40	43	37	53	27	26
18	+	chr18:75005899-75009932	ENSMUSG00000036299	BC031181	protein_coding	[75009932]	1	2665	346	336	355	314	289	376	325	324
17	-	chr17:35833920-35838305	ENSMUSG00000001525	Tubb5	protein_coding	[35834806]	1	45247	6084	5914	5811	4719	5029	7420	5815	4455
5	-	chr5:20893027-20956397	ENSMUSG00000039968	Rsbn1l	protein_coding	[20893025]	1	493	70	50	34	49	73	91	72	54
17	+	chr17:80290211-80297472	ENSMUSG00000045257	Morn2	protein_coding	[80297472]	1	328	32	44	51	39	28	41	50	43
4	-	chr4:34803112-34882959	ENSMUSG00000039967	Zfp292	protein_coding	[34811524, 34803338, 34803127, 34804184, 34804057]	5	2440	266	307	268	257	312	362	340	328
8	+	chr8:123653928-123663883	ENSMUSG00000039960	Rhou	protein_coding	[123663881]	1	586	66	78	66	55	68	82	82	89
11	+	chr11:119228571-119265235	ENSMUSG00000039963	Ccdc40	protein_coding	[119265236]	1	56	7	6	6	11	4	13	6	3
16	+	chr16:58408442-58469726	ENSMUSG00000035107	Dcbld2	protein_coding	[58469070]	1	522	63	63	55	72	48	85	72	64
4	+	chr4:155847401-155859302	ENSMUSG00000029071	Dvl1	protein_coding	[155859296]	1	2200	247	254	242	229	251	418	271	288
17	+	chr17:21008940-21028851	ENSMUSG00000067942	Zfp160	protein_coding	[21027955, 21028853]	2	488	62	49	62	48	57	73	59	78
12	-	chr12:54645373-54656571	ENSMUSG00000044408	Sptssa	protein_coding	[54645391]	1	462	47	53	38	49	45	68	68	94
12	-	chr12:80167541-80260370	ENSMUSG00000015143	Actn1	protein_coding	[80167739]	1	175	15	21	22	28	27	26	13	23
4	+	chr4:109676587-109963959	ENSMUSG00000010517	Faf1	protein_coding	[109962042, 109963090, 109963958]	3	577	82	66	74	77	70	69	74	65
11	+	chr11:59505661-59513646	ENSMUSG00000072893	4933439C10Rik	processed_transcript	[59510102]	1	193	26	16	21	31	22	40	21	16
10	-	chr10:43874187-43901744	ENSMUSG00000019863	Qrsl1	protein_coding	[43874189]	1	345	41	43	48	30	32	53	47	51
10	-	chr10:52337023-52382123	ENSMUSG00000019861	Gopc	protein_coding	[52337353, 52338179, 52338355, 52337054]	4	1165	154	150	170	156	110	148	137	140
1	-	chr1:78101266-78197133	ENSMUSG00000004872	Pax3	protein_coding	[78101277]	1	44	4	5	11	2	7	7	3	5
10	-	chr10:14654754-14705559	ENSMUSG00000019868	Vta1	protein_coding	[14654761, 14655332]	2	929	107	107	122	106	88	136	147	116
10	+	chr10:83360220-83368834	ENSMUSG00000020255	D10Wsu102e	protein_coding	[83368833]	1	672	78	82	71	81	72	96	92	100
13	-	chr13:17986639-17993350	ENSMUSG00000075054	Yae1d1	protein_coding	[17986648]	1	178	23	13	21	19	18	28	28	28
2	-	chr2:181018379-181043545	ENSMUSG00000027577	Chrna4	protein_coding	[181022311]	1	4205	568	576	548	493	424	630	457	509
10	-	chr10:83487449-83534139	ENSMUSG00000020256	Aldh1l2	protein_coding	[83487454]	1	199	28	37	16	27	15	27	27	22
2	+	chr2:180597789-180622188	ENSMUSG00000027570	Col9a3	protein_coding	[180621799]	1	285	34	45	32	30	27	41	40	36
2	+	chr2:180710116-180718732	ENSMUSG00000027573	Gid8	protein_coding	[180718721, 180718494]	2	1470	173	194	198	153	175	206	186	185
17	-	chr17:24848895-24850301	ENSMUSG00000045316	Fahd1	protein_coding	[24848896]	1	540	57	75	62	57	56	86	59	88
2	-	chr2:6097606-6130210	ENSMUSG00000045319	Proser2	protein_coding	[6098499]	1	51	6	3	6	4	4	10	10	8
5	+	chr5:35278318-35281762	ENSMUSG00000045318	Adra2c	protein_coding	[35281760]	1	366	40	56	56	49	34	50	38	43
10	-	chr10:88452744-88504072	ENSMUSG00000060002	Chpt1	protein_coding	[88452488, 88469515, 88472814, 88473623]	4	232	23	33	15	25	20	29	26	61
1	-	chr1:153218921-153332785	ENSMUSG00000026478	Lamc1	protein_coding	[153218922]	1	470	65	60	49	47	43	78	41	87
11	+	chr11:80383278-80405732	ENSMUSG00000017421	Zfp207	protein_coding	[80405732, 80408553, 80395756, 80395891, 80396244, 80404918]	6	634	78	65	82	80	67	110	77	75
11	+	chr11:80428614-80473247	ENSMUSG00000017428	Psmd11	protein_coding	[80473243]	1	1046	139	142	141	78	124	178	140	104
1	+	chr1:180641149-180690693	ENSMUSG00000058729	Lin9	protein_coding	[180690684]	1	217	16	28	18	25	28	40	29	33
7	-	chr7:59307923-59974147	ENSMUSG00000100826	Snhg14	processed_transcript	[59928996, 59969577, 59938698, 59666446, 59937371, 59905994]	6	3489	433	454	407	392	398	573	446	386
7	-	chr7:4518304-4524228	ENSMUSG00000035458	Tnni3	protein_coding	[4522954]	1	62	9	5	6	10	6	14	8	4
2	+	chr2:130563741-130568694	ENSMUSG00000037740	Mrps26	protein_coding	[130565392, 130568695]	2	798	99	90	116	86	83	144	97	83
3	-	chr3:115938972-116007405	ENSMUSG00000054414	Slc30a7	protein_coding	[115941362, 115938972]	2	166	15	28	19	28	17	22	18	19
8	-	chr8:70597490-70608313	ENSMUSG00000070003	Ssbp4	protein_coding	[70597491]	1	1037	131	121	136	121	104	204	105	115
X	-	chrX:12036739-12160354	ENSMUSG00000040363	Bcor	protein_coding	[12136585, 12036742]	2	541	69	62	60	60	77	68	83	62
1	-	chr1:3375555-3377787	ENSMUSG00000104017	Gm37363	TEC	[3373010]	1	476	48	38	58	54	67	69	68	74
17	+	chr17:35821683-35822922	ENSMUSG00000003541	Ier3	protein_coding	[35822915]	1	804	97	99	95	136	96	100	76	105
11	-	chr11:48806403-48817352	ENSMUSG00000040365	Trim41	protein_coding	[48806403, 48806676]	2	871	100	104	109	86	104	151	108	109
14	+	chr14:8214147-8223566	ENSMUSG00000021752	Kctd6	protein_coding	[8223560, 8223199]	2	258	36	34	33	32	21	32	30	40
Y	+	chrY:1048392-1049133	ENSMUSG00000099876	Gm29650	lincRNA	[1049131]	1	136	25	36	0	10	0	39	0	26
3	-	chr3:58674937-58692399	ENSMUSG00000036432	Siah2	protein_coding	[58674937, 58675811]	2	136	17	23	26	15	11	20	14	10
17	+	chr17:46890620-46892462	ENSMUSG00000036430	Tbcc	protein_coding	[46892000, 46893420, 46891839]	3	882	106	119	104	101	80	161	98	113
8	+	chr8:66697421-66706797	ENSMUSG00000036437	Npy1r	protein_coding	[66706793]	1	232	28	17	27	27	23	32	36	42
5	+	chr5:76529310-76570293	ENSMUSG00000036435	Exoc1	protein_coding	[76570284]	1	690	96	76	88	83	73	104	93	77
17	-	chr17:87433411-87446934	ENSMUSG00000036438	Calm2	protein_coding	[87433413]	1	28333	3764	3254	2836	2887	3097	4025	4335	4135
1	-	chr1:75134553-75142710	ENSMUSG00000033159	Cnppd1	protein_coding	[75135770]	1	2184	250	252	274	217	269	375	274	273
15	-	chr15:79417855-79443918	ENSMUSG00000022433	Csnk1e	protein_coding	[79417861]	1	2706	326	325	379	298	304	420	364	290
11	+	chr11:96318266-96321637	ENSMUSG00000038692	Hoxb4	protein_coding	[96321636]	1	255	23	21	38	21	27	37	57	31
18	-	chr18:34630950-34651734	ENSMUSG00000024370	Cdc23	protein_coding	[34632788]	1	2095	240	252	213	209	234	340	328	279
18	-	chr18:33796326-34007205	ENSMUSG00000024376	Epb4.1l4a	protein_coding	[33796327]	1	505	58	56	69	46	52	90	86	48
19	-	chr19:29808399-29812973	ENSMUSG00000074909	Ranbp6	protein_coding	[29808107, 29808724, 29808399]	3	886	114	105	92	110	99	127	124	115
18	-	chr18:33199354-33213861	ENSMUSG00000024378	Stard4	protein_coding	[33199290]	1	196	19	15	14	24	26	30	37	31
12	+	chr12:3235503-3250376	ENSMUSG00000079179	Rab10os	antisense	[3241285, 3250375]	2	413	50	43	41	38	45	70	46	80
1	-	chr1:156075965-156205025	ENSMUSG00000015484	Fam163a	protein_coding	[156075965]	1	88	16	6	13	9	13	10	11	10
14	-	chr14:47540893-47568433	ENSMUSG00000037526	Atg14	protein_coding	[47560675, 47540893]	2	479	66	61	68	50	49	81	56	48
2	+	chr2:131234062-131248024	ENSMUSG00000037523	Mavs	protein_coding	[131252917]	1	67	9	15	12	5	5	10	4	7
15	-	chr15:102662863-102672351	ENSMUSG00000062683	Atp5g2	protein_coding	[102662859]	1	312	41	41	27	27	33	46	35	62
17	-	chr17:23755422-23771590	ENSMUSG00000040097	Flywch1	protein_coding	[23755419]	1	31	4	1	5	5	8	6	1	1
6	+	chr6:38533501-38539448	ENSMUSG00000019689	1110001J03Rik	protein_coding	[38539447]	1	6988	730	728	786	712	846	1065	981	1140
X	+	chrX:74254686-74261547	ENSMUSG00000001964	Emd	protein_coding	[74257745]	1	3909	474	533	494	402	465	598	482	461
11	+	chr11:95384691-95391775	ENSMUSG00000020873	Slc35b1	protein_coding	[95391766]	1	811	95	101	107	130	80	97	92	109
2	+	chr2:129100994-129126593	ENSMUSG00000027395	Polr1b	protein_coding	[129126593]	1	66	3	6	5	8	13	13	8	10
2	+	chr2:129065941-129096282	ENSMUSG00000027394	Ttl	protein_coding	[129096272]	1	2544	269	302	295	317	315	348	366	332
2	+	chr2:129198763-129211615	ENSMUSG00000027397	Slc20a1	protein_coding	[129211607]	1	3515	401	395	459	415	417	492	451	485
11	-	chr11:96767554-96777558	ENSMUSG00000020876	Snx11	protein_coding	[96767554, 96767876]	2	3604	473	463	493	380	358	616	460	361
9	+	chr9:59750895-59928865	ENSMUSG00000039585	Myo9a	protein_coding	[59911707, 59894356, 59927197, 59869711]	4	201	23	26	26	15	30	25	27	29
18	+	chr18:45268859-45686023	ENSMUSG00000054477	Kcnn2	protein_coding	[45685881, 45296522]	2	299	33	51	36	42	27	40	39	31
3	+	chr3:105959368-105970036	ENSMUSG00000000561	Wdr77	protein_coding	[105969369, 105969762, 105968187]	3	1351	152	159	152	145	155	197	189	202
5	-	chr5:70957596-71095848	ENSMUSG00000000560	Gabra2	protein_coding	[70959592, 70960001, 71053826, 71023922, 70958391]	5	437	50	66	43	63	44	69	64	38
3	-	chr3:105942697-105960098	ENSMUSG00000000563	Atp5f1	protein_coding	[105942699, 105942861]	2	5218	656	619	611	609	562	719	690	752
2	-	chr2:37432167-37443134	ENSMUSG00000050714	Zbtb26	protein_coding	[37432169]	1	104	12	15	19	12	15	12	10	9
4	+	chr4:152338650-152390193	ENSMUSG00000005045	Chd5	protein_coding	[152390180]	1	1400	177	197	189	123	127	244	184	159
1	-	chr1:121553834-121567988	ENSMUSG00000001674	Ddx18	protein_coding	[121553838]	1	265	43	26	30	22	32	35	41	36
1	-	chr1:79434668-79440119	ENSMUSG00000050711	Scg2	protein_coding	[79434737]	1	2876	383	347	304	389	244	337	362	510
2	-	chr2:90894633-90904826	ENSMUSG00000005510	Ndufs3	protein_coding	[90894635]	1	1313	171	144	135	140	127	180	168	248
5	-	chr5:99955934-99978937	ENSMUSG00000000568	Hnrnpd	protein_coding	[99956454, 99961006, 99961167, 99960597, 99955935]	5	2534	335	313	336	252	280	373	314	331
17	-	chr17:24223231-24251408	ENSMUSG00000072082	Ccnf	protein_coding	[24223231]	1	108	14	15	14	12	12	13	15	13
10	-	chr10:127660917-127668567	ENSMUSG00000025402	Nab2	protein_coding	[127660918]	1	72	6	6	7	9	8	13	9	14
1	-	chr1:23366423-23397771	ENSMUSG00000026158	Ogfrl1	protein_coding	[23369545, 23369071, 23366436, 23368575]	4	392	50	33	51	39	61	56	51	51
1	+	chr1:82839482-82901181	ENSMUSG00000026159	Agfg1	protein_coding	[82901000, 82895671]	2	2452	339	272	264	243	272	352	341	369
1	+	chr1:191717833-191784254	ENSMUSG00000026623	Lpgat1	protein_coding	[191784252]	1	530	57	66	40	49	69	71	94	84
1	-	chr1:184896788-184999569	ENSMUSG00000026620	Mark1	protein_coding	[184898248, 184896793]	2	1297	155	170	154	142	163	214	164	135
1	-	chr1:24011092-24100340	ENSMUSG00000026153	Fam135a	protein_coding	[24011682]	1	175	23	27	20	16	19	23	17	30
1	-	chr1:23995938-24005655	ENSMUSG00000026154	Sdhaf4	protein_coding	[23995944]	1	744	84	80	82	70	102	108	110	108
1	+	chr1:191325911-191350913	ENSMUSG00000026627	Tmem206	protein_coding	[191351281, 191350914]	2	128	14	14	15	10	17	26	16	16
1	+	chr1:23761752-23849157	ENSMUSG00000026156	B3gat2	protein_coding	[23849146, 23831988]	2	443	51	58	53	50	59	56	46	70
3	-	chr3:45280436-45378259	ENSMUSG00000097040	2610316D01Rik	processed_transcript	[45280437]	1	181	27	18	20	22	19	23	22	30
6	-	chr6:119570795-119848166	ENSMUSG00000030172	Erc1	protein_coding	[119571865, 119570803, 119749862, 119603622]	4	622	85	84	74	70	69	88	81	71
6	-	chr6:120324322-120364373	ENSMUSG00000030177	Ccdc77	protein_coding	[120324323]	1	123	20	9	15	11	13	17	20	18
3	-	chr3:79062515-79286516	ENSMUSG00000062232	Rapgef2	protein_coding	[79062518, 79184518]	2	207	22	21	38	20	31	32	27	16
6	+	chr6:86526246-86582465	ENSMUSG00000097048	1600020E01Rik	antisense	[86540313, 86564447]	2	235	33	23	36	36	29	30	21	27
15	-	chr15:77915046-77929005	ENSMUSG00000005354	Txn2	protein_coding	[77915204, 77915047]	2	1249	138	139	143	124	133	185	158	229
8	+	chr8:71882018-71895726	ENSMUSG00000056019	Zfp709	protein_coding	[71892562, 71891700]	2	141	17	18	18	8	16	21	22	21
5	-	chr5:33634951-33652573	ENSMUSG00000004642	Slbp	protein_coding	[33640056]	1	373	52	33	41	40	54	51	51	51
11	+	chr11:114851151-114872616	ENSMUSG00000051043	Gprc5c	protein_coding	[114869094]	1	148	12	26	15	13	21	17	23	21
17	+	chr17:56326061-56402869	ENSMUSG00000024201	Kdm4b	protein_coding	[56403767]	1	194	23	18	20	27	24	30	25	27
7	+	chr7:100285519-100319698	ENSMUSG00000051048	P4ha3	protein_coding	[100319697]	1	281	36	57	27	35	26	26	31	43
5	+	chr5:138622858-138652413	ENSMUSG00000056014	A430033K04Rik	protein_coding	[138648789]	1	75	14	10	11	4	9	10	7	10
8	+	chr8:71568926-71586707	ENSMUSG00000031808	Slc27a1	protein_coding	[71587301]	1	133	12	15	14	18	12	29	19	14
1	-	chr1:40772037-40790686	ENSMUSG00000041945	Mfsd9	protein_coding	[40772039]	1	277	45	28	34	31	41	45	28	25
12	-	chr12:104687741-104751951	ENSMUSG00000041415	Dicer1	protein_coding	[104691438, 104687742, 104747639]	3	903	104	116	123	80	108	146	116	110
X	-	chrX:163935442-163958660	ENSMUSG00000031370	Zrsr2	protein_coding	[163936274, 163950386, 163952927]	3	689	85	93	80	65	53	89	114	110
8	+	chr8:106683067-106851438	ENSMUSG00000041949	Tango6	protein_coding	[106854541, 106850862]	2	90	13	16	6	5	10	15	13	12
X	+	chrX:73411095-73428384	ENSMUSG00000031374	Zfp92	protein_coding	[73426986]	1	148	18	16	14	14	20	19	24	23
X	+	chrX:73503085-73571004	ENSMUSG00000031376	Atp2b3	protein_coding	[73558212, 73573269, 73573086]	3	192	22	25	25	30	11	21	28	30
2	-	chr2:33560964-33640510	ENSMUSG00000038765	Lmx1b	protein_coding	[33560965]	1	624	72	83	85	54	69	99	95	67
3	-	chr3:95181765-95217915	ENSMUSG00000038766	Gabpb2	protein_coding	[95181769]	1	179	17	19	12	23	22	29	22	35
15	+	chr15:44196134-44235911	ENSMUSG00000038760	Trhr	protein_coding	[44235911]	1	80	11	16	12	14	9	2	8	8
17	-	chr17:35956818-35969760	ENSMUSG00000038762	Abcf1	protein_coding	[35956816]	1	658	77	89	72	65	81	93	100	81
19	+	chr19:5490484-5494028	ENSMUSG00000056201	Cfl1	protein_coding	[5494031]	1	3122	354	330	379	391	297	432	437	502
18	+	chr18:10325176-10562933	ENSMUSG00000042942	Greb1l	protein_coding	[10562933]	1	148	9	13	18	21	17	29	22	19
1	-	chr1:53806875-54195167	ENSMUSG00000042807	Hecw2	protein_coding	[53811174]	1	98	14	14	6	11	14	11	8	20
18	-	chr18:34344888-34373414	ENSMUSG00000005873	Reep5	protein_coding	[34344888]	1	8853	1040	968	1133	1132	945	1256	1121	1258
2	+	chr2:52857859-53134201	ENSMUSG00000036053	Fmnl2	protein_coding	[53133802]	1	1079	157	134	134	105	129	171	135	114
16	+	chr16:43889799-43964313	ENSMUSG00000022701	2610015P09Rik	protein_coding	[43963694]	1	70	11	3	6	8	14	13	9	6
